Time (ns);[3Fe-4S]+ exp1;[3Fe-4S]+ exp2;[3Fe-4S]+ exp3;[4Fe-4S]2+ exp1;[4Fe-4S]2+ exp2;[4Fe-4S]2+ exp3;[4Fe-4S]2+ exp4;[4Fe-4S]2+ exp5;[4Fe-4S]2+ exp6
120.5;9993.2;10109.8296;10696.7274;9598.8157;9615.2682;9829.6404;9935.7428;10174.7214;9622.492
121;9970.1118;10544.9563;10600.4009;10063.2482;9307.1292;9470.3204;10016.9542;9952.3209;9785.1563
121.5;10054.3087;10573.4774;10475.7985;10216.053;9629.5586;9570.6801;9579.2267;10063.8202;9891.9169
122;9685.9932;10697.5756;10307.0121;10054.4542;9561.6689;9613.8585;9633.6688;10367.6031;9754.9255
122.5;9646.5679;10278.9022;10478.7507;9479.5661;9194.9509;9343.8771;9440.424;10269.0648;10012.3681
123;9692.1341;10219.4873;10278.8154;10021.5967;9704.9471;9286.7389;9591.6172;9957.9934;9929.5278
123.5;9976.7287;10552.5713;10292.4799;9591.5886;9503.0158;9528.2959;9903.3316;10400.5383;9800.1101
124;10049.5608;10594.433;10596.0194;10227.5784;10010.7193;9376.201;9506.5358;10283.4119;9804.5518
124.5;9993.1832;10275.6175;10274.4206;9956.8598;9499.5492;9648.5965;9985.2751;9984.8073;10016.8633
125;10389.8657;10171.7569;10159.1362;10114.7393;9568.4377;9726.3399;9916.2933;10589.109;9844.2989
125.5;10123.3265;10304.1161;10321.7915;10131.9721;9598.0453;9805.1642;9970.026;10137.5688;10001.3167
126;10313.617;10833.2091;10454.8756;10054.5271;9866.6423;9591.1686;9786.931;9915.5693;10278.6129
126.5;10265.9602;10311.8237;10662.0661;10299.8433;9463.9604;9397.754;9325.8485;10164.5874;10158.7534
127;10027.3797;10505.6799;10886.3343;10019.0123;9617.1133;9259.6743;9682.4299;10117.0612;9921.5298
127.5;10269.0953;10250.8532;10500.67;10197.9489;9718.0615;9207.3399;9505.236;9946.4833;9857.7311
128;10145.4976;10438.637;10846.8587;10388.859;9648.484;9138.7722;10032.9149;10186.7605;9675.5176
128.5;10215.6867;10434.5876;10595.3693;10115.5322;9456.5183;9417.7841;9236.1192;10377.0393;9875.8394
129;9865.1522;10359.0152;10972.3721;10234.6623;9530.5103;9132.4257;9444.4709;10168.1399;9919.2398
129.5;9989.8482;10203.5077;10551.1327;9980.178;9127.8797;9487.2354;9589.1376;10323.5075;10108.4596
130;9908.7188;10273.3911;10432.1528;10073.8679;9486.6605;9264.7183;9810.0982;9977.2081;9426.8114
130.5;10272.4468;10849.8175;10698.382;9943.4837;9548.5595;10169.6069;9654.8784;9683.6789;9786.3431
131;10078.081;10655.1262;10943.811;9690.6827;9679.7246;9704.968;10052.943;9936.3307;9487.5196
131.5;10245.0748;10839.9195;10787.4836;10134.7995;9301.0354;9472.0315;9607.0032;10159.9775;9374.9319
132;10259.3368;10639.6152;10848.7792;9910.8145;9629.438;10105.0085;9966.2616;10014.7375;9885.6406
132.5;10194.4033;10719.7521;10516.1883;9992.1411;9295.7695;9399.4577;9720.3609;10383.7178;9953.1166
133;10174.601;10582.0025;10613.5004;10053.6231;9649.0319;9359.3375;9900.9168;10611.3045;10193.8864
133.5;9998.1627;10443.3475;10412.8955;10114.6639;9582.6211;9491.0866;9628.9404;10289.734;9639.5253
134;10226.2062;10388.1035;10613.2653;10041.5728;9714.4233;9255.5365;9996.3613;10638.7751;9872.999
134.5;9828.9784;9921.5717;10455.1127;9889.6345;9554.0552;9454.3358;9937.734;10041.74;9517.9685
135;10101.3121;10287.8373;10758.8751;10212.9772;9414.2106;9614.6272;9651.8839;10371.6212;9641.3822
135.5;10180.5969;10254.5001;10700.1761;9555.3392;9640.2245;9346.7816;9943.9528;10377.9306;9894.4213
136;10053.8529;10391.6;10956.3832;9933.1153;10053.8091;8679.0306;10179.023;10036.1734;9988.2656
136.5;9631.9534;10719.8426;10557.5633;9894.8684;9567.0594;9399.9392;10135.3151;10428.5071;9783.6756
137;9845.8656;10433.1558;10392.6923;10143.4825;10066.6879;9599.9277;10008.0504;10239.9268;10248.9023
137.5;10043.8776;10551.5919;10503.5181;10010.3501;9861.2969;9640.7488;9517.3621;10092.1647;10107.305
138;9958.5641;10387.1716;10376.7156;9949.3712;9648.8621;9344.1313;9759.5449;10121.26;10163.4134
138.5;10008.8676;10898.4765;10271.911;9219.3985;9519.119;9367.354;9792.8571;10147.5365;10179.7153
139;9936.2026;10814.1962;10497.2035;9572.5057;9966.9733;9620.9549;9836.3948;10273.2982;10129.2994
139.5;10221.7345;10718.7937;10548.3389;9758.5878;9709.4089;9146.7132;9778.5931;10479.6643;10166.3398
140;9754.1743;10524.8802;10440.0549;10067.6049;9887.9376;9516.9333;9733.8584;10309.7393;9564.537
140.5;9516.0595;10245.0573;10811.537;9943.359;9759.5624;9328.6631;9822.4785;10360.903;9922.8745
141;9856.252;10737.1386;10481.2921;10135.7478;9769.0734;9065.666;9630.5536;10558.4909;10051.7293
141.5;9991.0388;10508.0073;10979.7811;9792.0239;10177.4406;9490.9452;9616.8953;10068.9704;9971.1891
142;9894.3939;10528.2387;10700.363;9793.9668;9911.1823;9231.933;9269.9934;10606.21;9966.4488
142.5;9776.0075;10848.0399;10424.1814;9940.2753;10081.452;9200.4309;9727.3746;10096.8609;9679.7791
143;9873.8419;10405.2993;10972.1206;10007.4207;10122.7839;9738.6765;9555.3381;10367.1933;9843.3957
143.5;10188.726;10792.2653;10920.574;10085.878;10085.0469;9079.1419;9614.4065;10956.4499;9734.0457
144;10015.0464;10936.29;11070.369;10062.9337;9937.9257;9140.5887;9584.05;10229.0284;9717.1225
144.5;10234.6478;10522.6558;10833.4861;10130.7238;10276.8775;8880.3789;9488.8587;10615.6533;9682.1667
145;10325.2046;10426.5421;10762.1199;10133.7753;9736.545;9300.7878;9317.8617;10763.2126;10077.0557
145.5;10389.79;10974.9688;10998.6622;9929.1762;9802.4576;9550.9394;9261.811;10277.0571;10012.7789
146;10079.7857;10868.151;10425.9348;9707.0981;9697.6343;9040.8931;9767.7949;10010.2517;10036.9431
146.5;10139.76;10548.8875;11019.06;9935.4634;10010.2798;9225.4724;9977.2323;10524.2065;9924.2925
147;9881.2603;10428.6156;10568.8706;9718.7182;9957.1006;9473.5761;9417.1115;10533.9168;9964.124
147.5;9976.1706;10450.8892;10592.2815;10041.5144;10199.4039;8909.8666;9632.8166;10481.8842;9831.7235
148;9672.2269;10564.4565;10383.1147;9915.8683;10295.6628;9401.0833;8896.6503;10451.3298;10031.8739
148.5;10044.174;11202.8606;10511.0205;9795.6409;9770.8685;9435.5531;9401.2336;10405.6194;9918.7316
149;9997.6514;10891.4004;10463.8068;9832.1401;10046.7519;8944.728;9657.2516;10497.739;9761.1413
149.5;10030.2373;10841.1;10488.0171;9577.5418;9708.4412;9172.8962;9662.0022;10653.9848;10280.7287
150;10237.798;10372.8256;10988.9575;9596.2743;9685.0295;9385.4205;9553.0752;10199.524;9915.4093
150.5;9683.7423;10455.0401;10996.9374;9656.5333;10470.7602;8917.8608;9466.2245;10349.8291;9898.2949
151;10027.554;9988.0227;10733.5519;9872.2417;9845.1355;9367.4139;9594.0014;10442.8152;9844.9466
151.5;9956.0895;10131.8957;10684.5806;10116.7303;9813.8883;9394.3013;9311.6923;10559.3419;9859.965
152;10488.4241;10389.5043;10468.7477;10134.2902;9672.2845;8999.0586;9514.4058;10470.7177;9763.1594
152.5;10032.1085;9943.1775;10797.832;10265.158;9937.2997;9386.6999;9345.1427;10936.3739;9684.75
153;9660.4427;10449.0825;10781.0278;10192.5756;9633.9491;9098.5839;9753.1858;10426.018;9732.9906
153.5;9904.1381;10196.2967;10565.0749;10331.1866;9967.7456;8722.3;9234.666;10286.232;9758.4043
154;9673.8776;10070.2427;10970.1184;10043.2723;9956.0617;9179.0841;9680.4212;10499.1797;9705.4321
154.5;9978.5725;10367.0263;10694.7046;10391.6554;9844.0352;9518.0926;9969.1263;10274.8254;10055.978
155;9831.2457;10498.5594;10837.7665;10261.9397;9918.8089;8769.3653;9633.7468;10659.4208;9830.6007
155.5;10275.8899;9963.1321;10738.5617;10238.0528;9664.7386;9307.481;9434.3915;10481.359;9984.9259
156;10077.114;10376.2928;10735.0031;10250.6779;10030.9371;9381.5759;9513.6303;10480.4121;9889.5006
156.5;9920.6761;10241.9543;10885.7457;10298.5826;9763.4637;9236.2556;9501.0186;10605.7408;9825.9561
157;10086.2196;10490.9551;10705.5388;10329.7642;9859.771;9396.0824;9208.4329;10434.8902;10232.9316
157.5;9526.7429;10500.8839;10861.8367;10038.0324;10135.8626;9208.5699;9533.1335;10433.958;10017.4228
158;10420.4933;10472.3307;10557.4954;9882.6703;9931.9598;9305.5521;9636.4846;10526.7466;10174.6508
158.5;10279.929;10304.21;10468.1587;10131.9488;9872.1991;9170.5516;9559.1403;10121.205;10060.5399
159;10008.7392;10342.4593;10808.1857;9988.2119;10000.2834;9050.7379;9649.4806;10260.0143;9990.3293
159.5;10053.1789;10587.1498;10220.7995;10117.6012;9855.5856;9188.931;9327.6577;10440.3977;9818.2924
160;10453.9192;10950.9576;10666.6867;9992.3054;10138.3466;9163.262;9510.1025;10167.9427;9803.2614
160.5;10174.6546;10522.5127;10826.1299;10041.8053;10122.0621;9360.2495;9358.0718;10096.3778;9953.2303
161;9989.176;10656.2018;10677.3599;9834.1874;10009.4388;9077.9721;9507.0079;9943.7989;9715.6796
161.5;10053.1665;10435.7718;10544.5264;10026.6947;10237.5605;9320.0114;9316.8253;10301.1356;9691.646
162;9923.0816;10292.7353;10507.8777;9666.0637;9952.825;9055.955;9193.3565;10406.8665;9979.6599
162.5;9699.7794;10071.3582;10365.2069;9872.8803;9893.7978;9433.9831;9340.818;10152.077;9962.5126
163;10396.5191;10258.9047;10368.1983;9774.8337;9954.1437;9298.5416;9476.1412;10147.6112;9970.1913
163.5;9833.6728;10380.1076;10681.1431;9695.5919;10108.6401;9527.5174;9502.5807;10497.0779;10175.3618
164;10015.6009;10435.4732;10536.3325;9454.1009;10336.7969;8834.1162;9394.5052;10138.852;10209.9422
164.5;10180.838;10612.6678;10561.5835;9926.6014;10419.7509;9599.3607;9194.4137;10046.7648;9982.9203
165;10120.435;10258.0105;10674.3967;9535.585;10077.7615;9425.6488;9237.816;10032.6908;10087.4551
165.5;9805.7712;10186.1904;10529.172;9868.6408;9776.4181;9396.4604;9565.9528;10002.6884;10712.2713
166;10151.2254;10184.0315;10823.6158;9902.6718;10112.1737;9503.581;9810.0465;10056.7143;9732.4721
166.5;10163.7734;10180.8563;10745.2796;9613.0269;9994.1654;9761.2064;9755.7276;9952.866;9910.8184
167;10100.4139;10533.1976;10450.4938;9774.6384;10213.6031;9294.4703;9594.148;10408.7886;9968.1939
167.5;10158.9025;9748.6459;10345.0812;9912.1782;10029.4739;9382.9666;9729.0118;10492.9089;9689.0347
168;10426.9139;10147.4345;10655.7198;9693.9753;10170.9271;9537.3089;9585.0142;10160.1632;9656.7525
168.5;10216.0789;10374.9779;10858.2956;10254.3814;10214.7176;8961.0465;9715.3137;10339.9799;9282.18
169;10029.8712;10115.4297;10599.5922;10341.9883;9859.8218;9366.5612;9290.1061;10364.9135;9593.199
169.5;9912.403;10437.3764;10673.2494;10498.0426;10332.5965;9628.9416;9473.0439;10286.9124;9724.9114
170;9964.6004;10271.593;10861.2114;9923.1067;10060.5266;9376.6087;9728.4185;9823.8818;9835.1337
170.5;9683.7344;10192.8008;10588.3849;10072.8186;9657.3411;9432.1074;9649.811;10515.5056;9651.7107
171;10050.226;10052.7347;10450.2502;10102.0374;10230.2869;9199.3564;9443.5014;10149.9142;9889.2795
171.5;9754.7877;10140.6285;10554.4552;9515.0336;9869.4258;9196.6125;9340.7505;10051.4821;9957.515
172;9721.186;10268.646;10323.4912;9624.3098;10019.067;9260.2444;9563.1944;10062.2667;9581.2007
172.5;9793.6777;10636.1787;10071.7145;9693.1611;10201.7542;9232.2638;9597.0135;10010.4094;10283.7652
173;10105.7841;10676.6485;10812.8018;10193.3718;10155.8655;9374.9851;9715.8967;9830.3776;9581.6724
173.5;9701.5168;10327.0196;10504.9052;9875.9319;9448.6062;9136.8531;9698.0821;10135.5825;9802.2306
174;10014.9526;10804.3776;10676.5622;10080.212;9640.9167;8905.3692;9725.8725;10038.6804;9868.4617
174.5;10277.5485;9960.4374;10342.7151;10005.0218;9374.7556;9127.4854;9349.876;9898.8127;9608.5508
175;10158.8939;10025.7208;10679.3376;9747.8871;9719.8652;9175.5046;9394.6671;9889.0179;9651.4587
175.5;10054.4393;10109.4834;10674.0072;9769.3846;9663.1343;9427.5744;9605.6298;10019.8406;9578.7353
176;10281.9002;10434.6107;10900.6784;9879.4566;9659.9218;9605.6156;9779.8309;9789.1465;9788.1282
176.5;9541.3384;10389.9566;10730.332;10046.7848;9387.4827;9405.5691;9683.2191;10001.536;9728.1427
177;9567.6015;10271.7221;10891.8826;9621.4802;9550.6225;8909.4486;9447.0268;9858.5154;9700.2629
177.5;10025.2359;10243.6013;10763.9214;9713.2904;9478.8555;8829.1704;9595.9455;9917.4706;10094.703
178;9678.0493;10403.444;10275.0206;10102.685;9595.9582;8664.9818;9624.9701;10476.7877;9820.8541
178.5;10110.3634;10273.3837;10331.7029;9903.3524;9807.6509;9092.8193;9437.6044;10093.5561;9849.2822
179;9659.0111;9953.2244;10653.7759;10029.1489;9883.9204;9351.2704;9984.1302;10257.2291;10009.7114
179.5;9877.6983;10095.6172;10546.1811;9957.4763;9666.5327;8959.0167;9582.8553;10072.4958;9791.7822
180;9988.3863;10375.0252;10809.1316;10147.4684;9558.6604;8924.1312;9979.4638;10081.644;9713.7653
180.5;9762.1863;9747.8217;10631.2375;9799.7583;9658.716;8931.8803;9917.2628;9963.243;9814.0303
181;9905.0347;10190.2349;10546.3157;9816.3137;9989.8206;9189.0189;9641.0348;10364.6583;10298.8181
181.5;9806.2666;10658.9836;10661.5208;9732.7128;9547.7785;8914.2994;9759.1484;10191.2027;10106.9174
182;10187.5325;10323.8707;10677.1922;9693.2785;9737.106;9257.3176;9966.5275;9999.7932;10007.0271
182.5;9882.7166;10351.9268;10622.9607;9844.4981;9781.0545;9304.9469;10256.2705;9894.5525;9489.8504
183;9871.1354;9848.3391;10816.2466;9595.6944;9340.7596;9498.3743;9840.9776;10452.0601;9979.471
183.5;9776.2155;10279.9146;10741.2521;9638.7665;9812.0396;9545.2224;9726.122;10411.1873;9785.3021
184;10149.3302;9849.5927;10239.9818;9973.7101;9712.5538;9316.4383;9729.281;10289.2028;9847.095
184.5;10235.5903;9913.2085;10356.4266;10183.3208;9475.6247;9622.0725;10041.3714;10265.466;10105.3646
185;10010.1818;9600.5274;10514.0186;9967.3451;9719.0515;9483.0338;9905.4784;10466.5014;9918.9442
185.5;9927.647;10065.1581;10649.2321;9989.1911;10069.0851;9555.4707;10068.8054;10204.3567;9833.0699
186;9970.0716;10345.424;10466.6727;9992.1356;9880.7269;9350.0214;9704.6953;9949.2586;10171.7995
186.5;10128.2497;10322.4813;10466.1697;10176.8261;9828.4335;9536.5517;9579.2159;10109.0179;9929.3272
187;9944.6734;10546.6388;10508.6107;9729.8723;9962.453;9222.0159;9746.794;10267.9434;9850.7083
187.5;9881.2201;10286.8086;10668.7969;10340.0475;9287.4923;9656.0459;9833.4477;10035.411;10078.2773
188;10047.5524;10260.9924;10767.5072;9577.3849;9907.8336;9535.1124;9599.5611;10288.472;9918.6744
188.5;10160.4567;10811.2816;10900.1457;9404.7979;9768.3082;9465.6356;9707.9137;10582.7444;9926.4624
189;10142.2785;10825.2837;10125.2153;9688.2705;10042.4451;9763.3213;9960.198;10463.6102;9771.4493
189.5;10161.9238;10611.9222;11116.3555;9630.7732;10149.6537;9326.3837;9867.3873;10275.9353;10173.1312
190;10298.5165;10614.3629;10519.03;9660.0938;9864.8162;9380.5275;9924.2021;10363.8895;9927.8834
190.5;10304.2755;10660.0294;10571.3989;9852.6864;9858.304;9699.9193;9816.3584;10112.3775;9961.9883
191;10338.0598;10870.6585;10782.5743;9963.9039;9670.1918;9638.0754;9766.1735;10185.5849;10031.2968
191.5;10051.4988;10549.1511;10571.8042;9696.4003;9842.1125;9559.9468;9805.1611;10411.5501;9840.0054
192;10329.3442;10736.5681;10816.6604;9626.085;10122.1799;9518.5549;9602.5072;10492.3212;9740.6029
192.5;10210.4453;10612.0037;10836.2909;9764.3687;9710.5346;9483.9854;9808.8563;10039.874;9770.6795
193;9811.5651;10428.9533;10753.4818;9859.9752;9785.4868;9181.5624;10176.2125;10463.5168;9527.8754
193.5;10010.9032;10199.1438;10711.3871;9935.665;9819.0431;8756.5209;10116.9504;10160.5175;10030.9437
194;9930.2767;10438.8419;10839.8259;10037.7071;9756.8524;9400.1439;9894.3237;10153.7495;9970.4734
194.5;10182.0926;10836.7142;10872.5396;10021.5447;10027.4977;9170.4904;9931.2252;9973.9534;10180.5191
195;9818.3587;10619.1725;10452.43;10036.1416;9720.4307;9340.8282;9339.2082;10069.3516;10015.8498
195.5;9615.8925;10924.3231;10791.2025;9980.3855;10058.9085;9098.7889;9322.8407;10146.8921;10385.6889
196;9628.6506;10180.5801;10535.2165;10261.6253;9827.5596;9474.1966;10017.5043;10023.0392;9820.6849
196.5;10000.4699;10365.2943;10323.6444;9656.3113;9852.6099;9184.1968;9858.7227;10040.6179;9827.3864
197;9736.8087;10398.9483;10543.4424;10238.0748;9951.7297;8906.7112;9930.6238;10273.0667;9845.1417
197.5;10297.6461;10442.8911;10732.693;10231.3804;10161.2811;9251.277;9881.1492;10673.5247;9733.5943
198;9837.9823;10709.1093;10511.3677;9981.9763;10207.3239;9153.7839;9563.0928;10211.3573;10266.8054
198.5;10113.9726;10519.1092;10819.3053;10150.6214;9669.5638;9258.3067;9848.9127;10076.0128;10055.0449
199;9836.6554;10193.0581;10488.2811;10169.4392;9762.4201;9213.1756;9684.1941;10428.5603;10216.4344
199.5;9951.9566;10326.1331;10914.9958;10175.3261;10154.6009;9443.2356;9698.3986;10078.7975;10190.2833
200;9783.8966;10288.0603;10837.6724;9852.5778;9890.0435;9644.8597;9628.0586;10208.5955;10095.0904
200.5;9781.3331;10788.2509;10701.5992;10460.7141;9793.9989;8989.8872;9833.8767;10066.7389;10110.4878
201;9811.4066;10506.6117;10528.5536;10069.7194;9992.9809;8951.2767;10006.4291;10105.3237;10191.314
201.5;10043.4583;10669.5007;10636.6359;10157.8141;9753.9609;9472.9924;10046.1295;9975.5884;9876.5624
202;9898.1638;10504.3125;10514.3058;10522.4981;9796.9697;9223.4362;9684.2829;10398.4396;10183.5334
202.5;10106.8239;10444.8557;10671.0104;10014.3423;10017.3573;9432.62;9624.8296;10117.8915;9985.5395
203;9625.5322;10649.4951;10624.7599;9947.8205;9900.7992;8821.9403;9564.4673;10071.3115;10370.1798
203.5;9977.0332;10588.7919;10719.6631;9861.3365;9709.8996;9087.2029;9260.0511;10122.7017;10197.4266
204;9851.9485;10307.1681;10765.1488;9781.7575;9996.0614;9273.691;9117.815;10396.9213;10134.2303
204.5;10130.0186;10668.4246;10685.9379;9724.7579;10001.5374;9704.7296;9356.0815;9931.2313;10134.7716
205;9901.3968;10246.2314;10740.8906;9641.2518;9822.9865;9594.4786;9559.8597;10369.6775;10085.2798
205.5;10193.6537;10730.6553;10602.1925;9786.4721;9813.0793;9355.114;9848.0283;10270.6155;10187.1554
206;10101.354;10632.3901;10855.8419;9934.0723;9663.4407;9086.3107;9331.4467;10131.5037;10144.3788
206.5;10016.8839;10922.3977;10431.6981;9644.753;9796.2354;9093.5573;9582.3711;10344.4483;10054.6249
207;10008.3493;10791.2552;10728.4345;9604.9702;9752.8679;9399.2624;9779.6324;10518.1935;10141.1717
207.5;9919.0245;10673.6651;10673.7933;9756.8463;10091.9183;9442.1521;9623.417;10412.209;10218.008
208;10056.3334;10791.1923;10648.5601;9958.3287;10212.6287;9321.6004;9637.6556;10413.2184;9665.9275
208.5;10020.4269;10932.8154;10325.476;9671.2392;10150.7048;8963.5874;9643.817;10351.8269;10153.6307
209;10090.341;10648.1212;10506.1344;9447.8284;9899.62;9161.0058;9330.3877;10082.7774;10079.1257
209.5;10436.3831;10778.6564;10638.6458;9563.1132;9715.3186;9268.2867;9436.9443;10673.0195;10033.8261
210;10092.4898;10841.3012;10773.7036;9531.2467;9406.2149;9312.2668;9718.6352;10278.2391;10031.9912
210.5;9967.4925;10601.1358;10291.714;9343.3695;9766.6492;8986.4835;10061.6458;10306.7667;10260.2172
211;9970.0221;10573.4976;10474.8873;9785.42;9878.088;9381.0694;9948.1216;10043.472;10501.8764
211.5;9840.7756;10635.5776;10207.3358;9647.9954;9816.5928;9399.869;9537.3023;10410.7248;10046.8022
212;10295.1068;10466.9346;10222.7308;9833.7915;9741.2141;9508.4554;9762.9749;10325.0663;10061.1451
212.5;10608.3508;10859.5037;10539.8531;9698.6356;10118.9656;9560.9277;9457.4287;10497.1546;9961.3279
213;10257.5725;10629.0166;10143.541;9874.7638;10169.3821;9575.3997;9593.474;10042.6142;10128.2473
213.5;9864.4542;10651.2415;10209.2114;9599.912;9663.0281;8866.5924;9630.7782;10121.8369;10329.4499
214;9843.7613;10289.437;10535.632;9948.8924;9721.6193;8772.9127;9465.6929;10262.6752;10402.6256
214.5;10292.8477;10403.1041;10239.558;9704.0957;9736.0221;9017.6631;9661.0368;10177.6558;10427.1942
215;10020.9736;10493.0887;10325.1098;10170.4551;9801.4362;9439.3455;9920.9917;10201.6151;10467.9236
215.5;10067.3034;10146.337;10219.2294;9770.6296;9971.2303;9847.4954;9985.5173;9908.2172;10351.808
216;9902.9574;10636.171;10272.8772;9935.2817;9629.4909;9323.4999;9853.7619;10228.7079;10157.5902
216.5;9972.3949;10817.1442;10526.479;9408.3834;10122.0307;9245.2884;9901.2642;10493.2979;10052.6957
217;9788.2324;10952.6628;10463.1014;9891.549;9818.6738;9384.6813;9242.5957;10239.1201;10049.7053
217.5;10079.8147;10633.0037;10386.5114;9784.2988;9773.5326;9392.8287;9616.2123;10167.8364;9989.9503
218;9969.7978;10537.4327;10224.6987;10037.1686;9798.6439;9373.402;10053.3599;10560.6178;10290.4335
218.5;10051.0267;10611.3943;10545.7523;9987.2326;9617.2439;9530.6953;9649.307;10471.9352;9719.3607
219;10273.1078;10423.8036;10288.9011;9540.1017;9803.6324;9147.3639;9531.9372;10358.6144;9741.2303
219.5;10411.0927;10470.9359;10412.1703;9936.6921;9591.5398;9279.355;9836.0577;10497.7018;10077.0854
220;10347.9795;10588.0501;10406.8379;10068.2322;9697.2857;9073.9934;9727.2277;10529.5783;10114.0167
220.5;9704.7873;10412.3237;9977.4828;9846.2006;9796.9329;9035.0651;9487.3364;10418.0033;10071.9
221;10459.2144;10729.9818;10174.7535;10240.7721;9765.1566;9400.5924;9793.5881;10413.9306;9865.1966
221.5;10080.928;10580.6975;10275.9542;9879.0528;9524.8168;9335.1529;9744.3292;10110.1787;9838.4933
222;9993.9352;10397.5445;10397.4541;9809.6403;9731.6554;9444.9781;10089.2145;10325.1586;9992.9159
222.5;9739.2548;10780.4778;10434.2596;9871.5484;10155.5686;9507.4958;9856.2698;10170.5409;10036.5468
223;10050.1069;10897.4054;9844.5689;10240.6232;9737.3039;9506.3278;9682.207;10188.0456;10200.1332
223.5;9966.2667;10900.6223;10181.4754;10131.5456;9568.1003;9259.3449;9792.9848;10010.9552;9986.2161
224;9994.5791;10646.4949;10409.1378;10295.4565;9410.2792;9381.6169;9479.8577;10194.1196;10549.8483
224.5;9800.954;10755.0328;10686.3872;10252.3439;10173.4114;9595.5889;9632.4724;10016.8148;10540.7227
225;9872.5005;10730.7837;10322.0261;10007.0448;9726.1179;9450.0595;9510.0275;10223.6753;10025.1737
225.5;9762.0021;10755.1891;10524.5033;10065.2144;9397.8599;9379.67;9541.9045;9940.3058;9751.8778
226;10012.0099;10579.995;10422.392;10555.9554;9830.4465;9301.3809;9637.7059;10138.5766;9810.4953
226.5;10221.3626;10778.9359;10393.2097;10264.0888;9803.1924;9358.6898;9318.3021;10092.8056;9834.5193
227;10152.0882;10794.4842;10473.5774;10166.1831;9797.3106;9070.0341;9304.9071;10556.4211;9436.0893
227.5;9902.5447;10724.6544;10158.9712;10344.2619;9879.9008;9050.0152;9652.8374;9984.3578;9621.0317
228;9951.2249;10690.9293;10087.3221;10562.8906;9486.2478;9744.3143;9531.529;10293.666;9820.3428
228.5;10178.5817;10642.858;9925.7561;10036.8055;9839.2939;8834.6461;9272.1266;10256.516;9904.3926
229;9746.7407;11125.727;10252.466;10187.2744;9834.6163;9347.6155;9112.4077;10369.0427;10020.5958
