[3Fe-4S]+;[4Fe-4S]2+
126.6012;95.5713
129.6472;95.4855
126.5065;95.2315
123.3818;95.576
125.236;97.6953
126.3504;96.5937
122.5624;96.7249
127.1852;99.6252
128.6681;99.9428
124.8409;98.627
126.4445;96.6874
128.0015;95.4151
124.9993;96.2114
124.9118;99.0369
128.4442;94.5257
120.9634;97.1707
127.9587;95.7694
124.4613;94.6575
125.3368;94.2493
119.6621;96.8397
126.804;96.3142
120.3173;97.9377
121.119;97.7017
122.4095;95.1568
122.32;94.2513
122.9534;97.1937
125.3609;93.0354
127.8942;95.2686
127.8211;96.2144
130.4239;98.3956
127.5655;98.1923
125.9447;96.2697
128.7132;98.464
125.885;96.6967
124.5093;96.6232
123.5847;97.5718
128.1905;99.4569
130.527;102.0467
128.2867;101.1287
126.4395;99.5694
126.6545;99.0697
124.4706;98.3608
126.3979;98.5239
123.8074;96.1722
117.4188;95.4631
122.8069;95.1698
128.6891;96.4963
121.8261;100.0673
124.2081;96.6914
126.0108;96.3026
122.3639;96.98
127.1083;97.4696
124.7908;94.0102
127.0912;89.7225
126.7606;88.8648
127.8778;86.6829
127.5421;89.3985
127.7329;89.4999
132.7965;90.2308
124.1437;93.1332
129.063;94.3018
126.3102;94.3348
129.7538;95.3748
131.5574;94.1666
130.0518;96.6431
129.1238;97.238
123.2101;97.0052
124.8185;95.7809
123.7777;96.5406
124.1668;96.1896
126.6123;95.4534
126.587;98.5661
126.4554;95.114
125.8923;94.6062
123.622;95.2743
125.5665;95.341
125.7623;95.6015
123.6826;100.087
124.5916;97.6919
122.0953;98.4358
124.1458;99.0033
126.5628;98.8328
123.5274;100.2324
119.9335;101.0956
119.3998;101.4805
120.4422;100.1286
122.609;98.2502
120.2201;99.356
118.6489;100.782
121.6437;99.3651
123.2473;99.6138
117.8911;96.9602
121.5645;100.026
124.1027;105.5777
119.829;99.7606
121.1023;100.0915
123.7897;99.2384
122.2148;97.6608
121.1967;99.6089
121.1521;99.5941
120.2291;100.9069
124.5861;104.2632
121.5643;100.5965
117.8463;102.779
114.7086;104.8834
124.7732;102.1362
125.1949;103.9325
125.6515;103.925
120.754;102.188
128.0995;100.4727
127.0953;99.6692
126.2322;105.0329
120.2533;103.238
123.3134;102.0709
125.4927;103.0871
125.5556;103.3116
122.3858;100.2666
123.9932;101.8742
125.1779;105.2022
131.3362;107.502
127.0336;107.3596
129.213;105.9677
125.9783;101.7452
126.4375;107.5201
122.4263;105.0187
123.2037;104.3331
126.3865;100.6335
130.8863;107.2169
128.5919;107.4028
125.7399;110.4863
128.4772;109.6045
125.6573;110.9481
121.9823;110.4152
127.3728;106.0433
127.9333;105.2155
124.8956;104.9138
128.936;109.4935
128.6796;105.6261
124.1499;105.643
128.618;107.0584
124.5822;106.3703
120.7713;108.0178
121.0698;106.8635
126.5389;106.8615
126.7421;108.3246
124.7625;106.5495
123.8884;109.2999
123.4201;110.6517
129.0009;110.4068
126.3248;110.1862
123.9384;109.5234
126.2377;109.2355
121.9706;111.3291
120.0281;109.5551
123.0039;108.962
122.457;108.383
122.7242;107.7448
124.8336;107.8826
126.0566;107.2027
126.2717;111.0808
127.7172;113.9279
128.9837;111.6474
122.6164;108.7444
123.2079;110.6757
123.5928;114.225
124.4558;109.0088
125.586;106.2129
125.1916;106.77
127.4227;107.8697
129.9083;107.5406
132.498;107.7897
130.6156;110.4536
125.1096;110.4661
129.4712;104.6761
127.9258;110.7259
127.8334;112.4531
128.6639;110.6365
126.2877;109.5827
127.0493;108.7434
120.5404;112.619
122.9444;109.5713
120.7375;109.1453
125.595;107.3687
125.3673;108.7842
126.6008;103.828
124.5409;108.449
122.6835;103.5649
122.1062;109.613
122.6371;108.0992
127.1499;105.9305
126.1393;107.3346
124.9089;103.4339
123.9045;102.1039
128.3592;101.6606
125.5071;103.8913
125.0553;103.0187
126.2348;101.1625
122.6479;105.0026
124.5736;104.7727
122.8664;102.7195
124.1433;100.6844
121.1792;104.2758
123.6843;104.229
125.2609;98.8548
126.4034;103.02
122.3851;104.14
127.3339;100.7776
123.0749;104.3811
120.7283;101.6833
124.7437;105.2003
120.8565;104.7053
121.2837;105.561
123.8226;106.2035
121.0744;108.106
121.1199;109.038
128.1837;107.432
123.1906;110.5032
121.3098;103.6519
119.9349;106.2392
125.924;107.6377
128.2876;107.5164
120.6126;108.2476
125.5725;103.3829
126.6447;103.8532
123.3873;103.822
119.3917;109.4814
124.302;109.5312
126.6481;107.6715
123.3378;108.3059
127.6043;109.6701
126.2161;109.2557
129.4471;108.9532
124.6854;109.6767
123.9581;106.168
122.8221;106.3051
123.7661;109.8426
125.8384;108.4787
127.5114;108.4213
128.7515;107.4072
129.8438;108.405
125.3106;110.2248
124.7009;107.2332
124.7557;108.918
127.1429;104.4041
123.7554;110.9685
128.5509;108.3909
126.8768;110.1223
127.9981;109.3676
123.4653;111.1618
124.5814;110.2832
123.6308;112.7551
128.3124;109.7909
124.8327;109.6968
123.924;109.3452
124.0919;110.7001
121.6315;109.7881
126.682;111.4331
125.4192;109.7084
126.4638;111.3228
126.7519;108.5449
124.8528;110.2521
125.6132;108.1219
120.0446;110.0717
128.0825;107.6629
124.8817;109.4986
127.8499;110.3341
127.7675;109.078
128.9029;109.7605
122.4239;111.4691
124.3741;107.5486
125.0446;113.4202
121.8611;111.9618
123.889;110.8423
126.326;109.4861
125.837;110.2159
121.7102;109.4419
128.9395;109.9509
126.7389;109.9822
123.4138;108.0853
128.9351;109.4695
126.1123;108.7325
124.4732;111.074
124.8945;111.4944
123.7125;111.132
127.8564;108.1396
132.9527;109.0718
126.2917;109.1257
125.7971;106.8323
126.1565;109.1303
122.8517;107.2098
126.5168;109.4437
127.0685;107.764
123.3805;107.636
129.4841;111.0795
124.7411;108.6348
130.2588;111.7948
121.3943;109.7
127.3248;111.4177
128.1691;108.2901
125.3882;107.6408
125.7333;107.3618
123.7576;106.1344
128.7874;107.9327
126.0753;106.3344
125.6209;106.2056
124.4797;106.2725
127.8256;109.0822
127.6447;107.2201
126.2476;106.4817
127.6364;104.3598
125.772;107.8912
126.7497;107.7965
127.6218;107.5291
127.9719;107.5434
125.2771;107.0148
124.0719;105.9975
125.6409;103.2105
126.2716;105.7379
122.3054;103.7481
125.0533;105.3187
128.4203;103.8167
128.0159;103.8889
128.4327;108.0301
128.0613;108.7805
126.3459;110.6535
126.5751;112.6732
128.3843;110.225
126.9934;114.6587
124.1827;108.9721
126.8101;105.8264
125.491;108.2835
126.8987;108.0611
127.9754;105.8138
123.5363;111.3282
128.4065;111.9563
124.1408;109.3239
126.8427;111.9147
125.7042;111.0803
127.5095;110.2532
124.7556;112.9658
128.8333;115.9079
128.6872;115.3957
125.5772;114.4592
125.7666;116.4808
125.2932;112.681
127.5955;119.0001
127.8392;115.2287
127.5587;113.1056
124.8085;113.619
127.2421;110.308
125.5264;109.1964
125.682;113.4283
121.7703;112.0057
129.1285;113.5594
123.4628;107.7131
127.3366;106.8857
126.9891;110.7083
125.3371;106.7501
124.6833;108.5149
122.2698;108.9124
123.9185;111.4359
123.7368;109.1444
126.1655;108.7604
125.0593;111.2228
127.144;108.2368
128.7461;110.636
126.2359;111.155
128.5533;111.2395
129.2607;110.4513
126.7673;112.9099
121.1378;108.8564
118.567;110.6732
123.1314;112.9535
122.2339;110.9833
122.5188;109.1689
128.4431;110.4084
123.8193;109.4227
124.9813;111.8938
122.1026;110.2927
123.4956;109.7796
122.5865;107.3794
124.2398;109.3198
125.9106;110.5301
125.8934;110.5075
126.1561;112.7188
125.1352;111.4609
124.9316;111.3886
123.7916;112.3664
126.3039;108.8642
125.5845;107.8914
123.7817;108.9452
127.3175;103.7666
123.0994;106.2663
118.6142;109.2859
121.1805;110.7311
122.7193;109.5665
126.0433;109.0132
123.7827;110.1368
123.6518;108.8401
127.5209;106.0477
120.7303;107.6976
122.8508;106.987
120.2451;106.1484
124.0763;111.4104
123.5867;105.6254
125.7779;106.3536
127.8731;109.7167
126.2775;107.7112
124.1973;107.7533
128.4844;108.407
127.5979;108.4896
123.5838;109.5089
123.2779;111.2389
127.5056;111.1533
129.5341;108.936
126.2986;109.3227
127.0894;110.169
127.8149;111.0163
126.065;112.3734
124.1426;108.5598
126.1647;108.9807
124.4803;109.6344
123.3902;107.8023
127.5868;113.0031
128.5063;114.195
128.4088;108.1369
123.9321;108.9631
124.3128;108.0454
128.8482;111.1888
121.1803;109.9117
126.3306;105.9944
132.0541;107.2394
123.8539;109.8194
123.6454;107.2085
120.0172;106.186
125.0322;108.3119
126.4105;108.2243
126.1114;111.2438
126.6339;108.9661
126.0703;110.8613
131.3631;109.1996
123.4979;107.5622
122.4485;105.296
124.0037;105.6557
125.5473;108.8209
125.2608;108.0434
129.0697;107.528
120.2396;105.3668
123.8452;106.5513
124.583;109.6153
126.1151;106.0986
118.1565;109.3186
115.7222;106.4662
117.7847;108.443
123.488;108.6845
122.3425;110.3919
126.6334;105.9578
124.6872;109.9493
125.738;109.7203
125.2047;106.103
126.7567;107.0983
123.7972;112.7836
124.4686;108.0787
121.3101;107.5677
126.3861;105.0386
124.7226;108.2354
124.7885;106.6083
126.2343;105.0485
127.3776;107.1578
125.6759;102.6912
122.554;106.9718
124.2775;105.9439
125.0217;112.186
126.8231;108.5648
123.429;106.4961
121.1047;108.02
122.4726;108.9633
125.3077;108.6612
126.5029;107.5111
124.2915;108.0937
121.9134;107.9765
125.247;105.5307
130.5219;108.001
127.89;106.2587
129.4965;102.9494
124.4741;104.7612
129.0892;110.3055
123.6912;109.1644
125.8011;109.8307
131.305;106.743
124.886;108.4695
126.1783;106.3657
127.2436;108.0999
122.8462;110.8812
127.1475;108.1833
124.7821;111.4643
124.8181;111.6127
125.2921;110.1828
123.6952;108.9694
124.8165;112.9544
126.4498;108.4974
120.9028;112.5109
120.67;108.4192
124.8462;105.937
128.6848;109.4446
123.9796;108.047
128.5059;105.891
128.6824;105.0655
129.5215;106.3704
129.4367;103.167
125.153;107.503
124.0121;110.5308
123.9904;105.1774
121.5729;108.8236
125.3164;101.8665
127.6269;101.6519
130.1846;103.3204
125.5928;106.1172
127.2931;106.4635
124.8891;109.2841
124.3511;108.3872
123.1493;106.6923
124.7249;108.4326
124.5033;106.3539
121.7765;109.8003
123.5682;111.3655
123.92;110.0823
130.9615;109.5844
121.0309;106.6414
127.8378;107.6594
124.2038;107.1958
127.4676;110.7229
126.9183;109.2657
123.6843;105.7928
126.4985;104.6022
123.0387;105.9862
130.0327;106.4683
124.6437;107.2374
125.2013;108.5082
127.0994;106.4524
132.6821;106.688
120.6794;105.1801
128.5218;106.0822
124.3938;107.0024
126.415;108.127
124.7522;105.5535
123.7474;104.5366
128.9781;111.2849
124.3738;108.977
124.3967;106.6841
123.6531;107.1745
127.0391;103.0395
126.1442;104.9602
127.7312;106.5191
121.7126;103.8801
120.1393;106.3763
121.4405;105.648
122.421;105.0147
120.1967;105.0066
120.5682;109.6116
122.9538;104.6618
126.6122;108.0974
125.2901;103.8757
125.1492;105.5315
121.5147;108.2773
125.4119;109.1655
124.0463;108.8241
123.3279;104.5462
123.1211;107.3819
127.8257;103.3938
123.8357;105.2834
122.6919;104.3653
124.4904;105.1885
122.6005;104.978
123.3368;107.357
125.9596;109.6324
128.522;107.8964
125.5993;105.6789
125.1305;107.3513
119.5778;105.7845
125.0259;103.7545
127.9761;109.2118
126.9572;104.3962
123.5564;107.217
125.6484;106.5352
125.569;104.518
123.5574;104.4146
127.4451;106.393
123.4374;105.9789
123.0828;104.1164
123.6158;109.9965
125.4137;108.4434
122.5658;107.9224
123.3802;108.8202
123.2521;111.6918
122.934;108.5049
122.8301;110.4443
126.2325;107.2406
125.4742;106.5087
123.7231;106.8552
122.5236;106.7194
123.6872;104.6276
119.5319;108.5468
123.4109;104.6533
122.5462;101.7003
122.789;104.2452
121.6475;103.91
123.077;105.3774
122.4846;103.1818
123.2551;101.1588
124.6725;98.3028
120.1665;105.8817
126.3653;107.1171
124.5166;105.3291
126.2194;105.271
127.3121;107.0359
124.5435;106.2442
125.071;104.8354
125.5635;106.0876
125.131;106.228
128.7735;105.276
126.2013;108.3735
124.8282;106.8823
130.1553;106.4402
125.3075;103.7722
128.24;103.965
126.0793;106.1998
125.0008;103.5254
123.9104;105.2127
123.0594;99.8261
122.6694;109.1519
120.2224;109.1872
124.5624;105.8762
126.8704;107.1346
123.1307;102.9809
126.5008;101.3338
122.87;105.2855
127.8699;101.9276
122.4594;101.7369
125.7884;101.843
126.1899;102.9917
125.0936;103.6129
125.0104;104.3233
124.9035;99.8663
124.0027;100.7291
125.0994;106.9845
125.9525;108.2039
122.8667;107.5221
124.4716;109.2601
128.5724;105.2741
124.9562;106.4571
123.0965;104.1293
123.7708;107.6041
123.6343;108.1823
122.2804;110.019
121.7179;107.1306
122.2367;107.0372
124.6223;109.1611
123.6763;102.2467
121.2647;106.4755
121.4605;105.4039
125.3788;106.2255
123.2815;103.3095
127.6345;107.7092
122.775;106.4748
124.1104;103.736
127.0955;105.0384
125.7858;102.7934
126.4699;104.9064
126.4625;103.2557
129.3889;103.9515
125.504;102.6944
127.0597;101.7946
128.7859;106.9911
126.4284;104.2523
125.3951;106.6001
126.7291;101.9712
126.5326;100.1691
125.9406;102.7397
125.356;103.3384
129.6497;105.7515
122.8704;107.6387
129.6643;108.6079
125.5488;99.5523
124.6402;103.3934
126.2135;105.767
126.6702;102.419
125.1638;102.1574
126.3993;102.9357
126.9608;102.6765
126.4015;102.9003
127.9518;106.0541
126.2086;106.1805
128.0274;107.164
126.5962;106.1773
126.9205;107.4973
128.4915;105.7702
126.2517;102.486
126.8144;104.8799
126.0413;103.9505
129.0872;103.6257
125.1204;105.0198
125.2237;104.4792
123.0797;108.0058
124.3886;102.4724
125.2851;106.1399
124.6193;105.7498
122.6064;107.9259
123.8671;105.8854
125.6754;103.8442
124.1894;103.1264
125.0865;101.4894
126.0057;102.496
122.0874;99.9827
123.5636;100.8302
124.334;105.726
126.8047;104.0204
122.5609;104.5045
126.2612;108.3092
124.7473;106.1041
122.799;108.3301
125.0997;104.2354
122.1949;105.1118
125.0168;103.4691
125.894;108.2155
123.6481;103.0277
124.9349;108.3842
131.0506;102.9426
126.9677;102.8983
126.4363;102.9292
127.3061;106.5586
129.7696;102.18
125.1757;105.1612
122.5973;103.6524
127.1035;107.374
125.8148;107.6404
125.9387;106.8257
125.1296;105.317
124.1554;109.4449
126.3411;109.5258
127.3146;110.9863
126.9512;108.2193
120.7481;106.7175
126.3886;111.9462
125.8345;107.4857
127.0477;108.1709
124.7902;104.3209
125.9886;103.4093
128.4085;103.4033
123.2408;105.5265
128.4327;106.0144
126.4829;103.0948
126.6937;102.4635
128.064;106.8991
124.377;106.664
125.9214;108.3162
125.0843;108.1781
122.7721;104.5557
124.7693;102.9799
123.6748;109.2093
124.5073;105.3311
126.5216;105.4615
126.613;110.0335
125.8338;108.6965
124.2482;106.8313
127.1868;105.5393
127.0575;108.7439
126.006;110.8827
123.4119;111.027
123.7234;109.4467
126.6419;109.3238
127.3133;104.6285
126.8492;106.0921
126.7585;105.2079
128.7801;105.2614
127.2974;109.5342
128.2295;105.2783
129.0955;105.0837
134.6333;106.0769
123.2491;108.3864
126.611;108.7415
126.7702;105.5292
128.3071;101.5501
124.6725;108.184
128.6778;104.772
126.7958;104.4905
124.7447;100.6658
125.1989;100.2498
130.8014;101.654
126.4311;102.1022
128.3425;103.9264
124.1391;101.1565
124.3607;104.8044
128.8465;105.1098
128.342;103.5761
124.7066;103.6086
127.4146;104.1006
127.851;103.2524
130.2452;104.9022
126.5547;102.8317
129.7102;99.2399
129.3672;105.6424
130.5474;108.1111
132.3362;103.9937
128.6935;107.593
127.2439;104.4225
120.567;105.871
126.1864;104.1687
125.4778;104.6345
126.0024;104.1607
129.0732;104.3828
130.8452;103.9798
125.2141;105.4282
125.8127;109.0718
128.508;109.2061
126.2097;107.694
125.2712;107.4553
121.1336;105.9319
123.8202;112.2197
123.0237;109.5328
124.1881;111.4749
125.5528;108.716
125.3242;108.8556
128.0467;110.9235
123.4276;110.1006
123.2171;110.3326
125.622;108.3044
124.8867;106.3722
123.5637;107.6506
128.3233;104.8761
125.4445;111.4876
124.5225;108.1689
125.2525;104.8934
130.4511;108.8647
125.4891;111.0848
129.3983;109.8012
126.2995;109.3567
126.7262;111.7132
131.1059;106.8159
126.7431;105.4326
124.6816;109.2429
128.7559;110.7944
122.0224;108.4207
125.5155;105.4716
127.3591;107.0006
122.9189;106.498
122.7677;105.0021
125.461;109.0405
124.9173;108.9306
126.8454;105.3806
127.759;106.6803
125.1056;105.9569
125.4257;109.2454
130.667;107.9384
126.753;108.7146
129.2462;106.9002
125.77;108.32
121.372;105.7228
122.7422;106.6336
121.0462;108.3167
121.8217;108.6566
122.1894;108.7716
122.8711;108.8431
123.1052;107.9982
122.1143;109.1547
123.2773;107.2602
124.0271;106.1661
124.801;109.087
126.5461;107.9679
125.7637;106.5545
124.9871;106.5256
124.3812;107.1261
131.065;107.0507
127.8621;102.2309
126.354;104.9318
126.3314;109.0631
124.5117;108.9699
126.1551;109.958
121.3593;108.2004
122.9835;111.8767
126.3941;108.2111
130.7361;106.5333
128.3377;107.2095
127.9274;108.8609
126.1019;110.6795
126.4514;110.7558
124.2743;108.7112
125.6391;108.4033
127.1747;110.7916
125.5117;110.2793
124.5366;105.7356
127.4378;107.4424
127.8246;104.6313
128.1553;107.0085
131.2659;110.9385
128.2296;107.9629
129.811;109.3641
127.9607;108.4237
126.2712;109.1199
131.0175;108.479
127.5884;111.2688
128.5367;109.045
126.994;108.6684
124.8075;107.9049
125.961;103.9329
125.7153;107.6071
127.6673;105.693
130.0157;109.9636
126.9263;107.2244
124.485;108.5922
127.6118;112.2144
124.3743;110.0414
127.5261;112.6833
125.5262;110.948
126.5667;112.7713
124.8751;111.0444
124.5563;108.9346
125.6586;109.4655
123.8033;114.6023
127.2643;105.6052
124.5872;109.0521
125.9679;106.5173
126.7467;107.3152
128.1181;107.0273
124.4905;106.7544
123.9053;105.1329
126.0385;105.6985
131.4382;108.434
129.5108;107.08
128.7055;110.1606
128.3788;109.4168
126.6732;109.4973
129.0896;108.3071
129.0593;106.9562
126.3056;109.6843
122.356;111.9756
126.1865;110.8039
123.9521;109.3215
130.0945;112.1457
127.9031;110.0346
131.8336;106.5412
128.3356;108.1581
127.8348;111.0776
127.1816;107.5138
134.4095;104.1883
132.5791;105.2727
129.5493;110.7928
129.5978;105.3878
130.4894;108.3704
132.4464;108.2802
132.6558;108.2637
129.4262;109.9331
128.2209;108.8385
125.8587;110.912
129.4893;111.3229
127.7819;106.3066
127.0236;107.3591
130.8422;106.7849
127.898;105.4317
131.0206;107.8097
129.2445;110.0891
129.5695;103.5633
132.2341;107.9456
126.6978;101.5977
124.5147;105.4256
129.9463;106.0557
128.518;106.326
132.6242;105.6564
127.6082;101.2156
133.0095;99.9179
130.4324;100.0461
124.5417;99.3623
128.2535;97.7231
124.8435;98.3575
124.7254;97.1362
125.6613;101.6686
125.6787;102.4535
123.5732;103.6221
121.1307;106.5979
123.1414;104.9184
130.0629;104.2353
127.5306;103.1623
127.2874;103.6941
129.1834;104.8369
126.4857;107.7318
128.1497;104.6193
122.3032;104.9218
124.382;104.0947
122.5541;104.0101
127.2209;101.7347
124.5853;108.049
128.9339;102.6123
124.4377;103.8702
128.3796;104.1503
129.0293;104.1489
128.8301;102.4003
126.6692;107.2019
124.0167;105.2961
124.3434;103.4622
125.7304;105.6303
126.3942;103.3385
124.3811;104.0566
128.8781;100.0946
128.1214;103.1427
126.9277;104.4794
126.4456;104.657
127.4611;106.8359
123.1762;101.9124
121.9796;104.9267
122.7918;104.8408
127.5405;106.9087
125.9637;102.9316
127.4078;103.3716
128.6456;108.3532
129.1164;104.978
129.1894;105.5382
127.8384;102.7327
130.9406;106.5444
130.7642;101.8685
125.6204;101.8413
128.8852;100.9402
133.2165;101.1302
131.1475;100.7308
131.9281;100.516
126.6274;98.7647
128.2407;102.8239
132.2472;101.5477
127.8671;105.2553
129.0473;103.4715
129.6398;105.2214
126.2439;100.2744
129.6066;102.5649
126.3031;104.8826
125.306;101.7299
129.4354;107.9569
127.4989;108.8625
120.4489;108.8966
124.7378;112.0426
123.8792;106.1034
125.0636;106.1801
128.3276;106.0823
126.5521;107.3219
127.6802;107.9957
125.8514;104.5076
124.7389;106.7909
123.7439;107.4273
129.0301;107.3437
128.6589;106.8315
129.363;107.1479
129.0522;106.1623
125.4572;106.7821
126.5124;105.9634
125.4151;104.386
125.1925;109.6801
127.5625;105.1629
130.9525;107.3093
123.7904;107.3222
122.5827;101.1179
121.8977;103.8493
128.6109;107.2477
130.353;104.4441
128.6447;101.7825
125.6133;104.8105
125.8009;106.5441
129.3006;106.2022
125.9784;108.5575
121.8425;110.1343
123.5451;108.1734
126.5483;111.3008
128.3458;105.9562
127.8917;108.8443
125.8092;109.9748
125.5375;106.727
132.8219;104.4106
129.2862;109.5082
128.7941;104.8642
129.9927;108.733
123.3715;106.7229
131.0475;109.5105
126.8673;106.7189
128.8071;103.996
129.7557;107.4184
134.5482;108.7155
129.0233;105.2687
127.1674;105.0613
128.7996;108.4122
126.5158;107.2407
125.0026;106.8389
123.3843;106.9398
126.9553;105.3688
128.6971;102.2435
125.986;105.5671
126.1423;105.9321
129.6665;103.8193
129.8467;106.4585
127.6815;104.4152
127.2772;102.6358
128.8412;106.1446
127.7185;107.9459
128.7844;103.8009
129.4206;106.1659
130.6851;103.1091
131.2497;104.5517
131.767;105.2916
128.1892;107.9809
129.8985;106.1097
131.169;106.4463
131.2769;107.6751
129.9624;107.1149
126.1719;106.5664
125.7199;110.1197
127.5155;110.7157
125.5437;105.576
126.4911;110.089
129.1935;111.5391
128.9814;107.8594
130.4313;107.9036
126.7672;107.7633
127.0179;109.2881
129.9051;109.0124
127.8889;109.8395
126.8324;109.8658
125.8006;105.4136
125.7318;105.9619
126.5702;107.4992
127.4077;108.7753
127.4133;111.3851
125.2885;108.3774
125.5821;110.8049
124.3586;109.3745
126.806;109.8665
128.2721;109.5093
123.9366;109.5434
130.3247;111.7058
125.4639;105.7829
125.8635;108.2184
124.8495;106.6135
128.0051;105.0031
129.748;108.8191
130.2615;104.1854
127.5996;110.0726
129.2893;111.6777
130.2344;109.3951
128.6984;109.7946
124.204;111.0571
125.3812;110.9687
127.8513;112.3726
124.8862;111.0889
127.0259;112.5315
126.5853;108.4363
127.171;113.0972
127.0054;107.6369
126.9942;112.373
124.0227;108.1531
127.4947;109.1931
129.7259;110.5219
131.3877;110.2533
133.2704;106.3947
131.6538;100.5576
128.8236;104.9869
129.3584;107.5892
127.8622;103.4914
128.7864;106.8396
;89.2897
;86.751
;88.931
;87.3606
;85.1449
;85.6342
;85.2651
;82.6595
;84.3427
;84.3055
;83.0397
;83.023
;86.5025
;84.2353
;84.537
;84.8655
;84.2588
;83.8424
;83.7681
;85.0288
;78.5658
;81.8158
;82.567
;80.5109
;83.139
;84.0252
;80.15
;81.5942
;79.3466
;82.2851
;81.5476
;82.8612
;81.1848
;83.4673
;83.8975
;83.9915
;83.3203
;82.6316
;84.1631
;86.4248
;85.9165
;84.1411
;86.102
;84.3601
;83.4703
;83.2228
;82.8555
;83.0742
;82.5793
;83.3207
;82.9092
;81.0036
;82.1749
;82.6212
;82.0349
;82.8038
;81.6227
;79.6819
;81.4311
;82.7571
;82.7792
;82.2521
;80.2632
;82.9239
;82.806
;81.7735
;81.041
;80.0209
;80.8
;82.3389
;79.464
;80.7404
;83.0368
;81.9254
;81.0664
;79.0089
;80.6838
;82.1116
;80.3143
;79.5118
;80.079
;83.679
;80.7741
;83.9753
;80.2798
;80.7596
;80.9991
;81.7829
;82.3347
;80.8197
;81.6695
;81.4131
;81.5523
;80.4992
;80.6107
;81.4121
;81.5967
;82.4252
;82.5404
;83.7131
;82.2213
;81.111
;78.8042
;81.128
;81.3214
;79.4868
;80.1112
;81.2369
;82.5737
;83.4197
;84.7269
;84.9247
;80.4005
;82.8408
;83.0178
;84.8933
;85.0926
;86.8974
;85.4713
;82.4599
;86.5764
;85.9733
;86.7023
;86.9183
;83.1975
;84.7149
;86.353
;84.5566
;85.4335
;83.6066
;84.5432
;83.254
;83.495
;83.3126
;82.5105
;85.7377
;85.9463
;84.2625
;84.1327
;85.9846
;88.0609
;82.4451
;83.119
;84.1545
;86.8279
;84.3213
;85.396
;86.0248
;85.7456
;88.3527
;87.4167
;85.5136
;86.3907
;89.4617
;85.7003
;84.8455
;88.1067
;84.2531
;86.4064
;86.1333
;87.5252
;87.5526
;86.2745
;86.3732
;87.4688
;86.4049
;85.0413
;86.3256
;87.5548
;88.5681
;87.3186
;87.8274
;86.2823
;86.2196
;86.4841
;85.9431
;86.3518
;87.4659
;89.5488
;88.3618
;91.2951
;88.6744
;86.2926
;86.4615
;86.2977
;85.0721
;86.0088
;90.7544
;88.2265
;89.7931
;89.3913
;85.8626
;88.9408
;91.6806
;89.1123
;87.38
;88.7178
;88.8587
;86.1149
;86.6031
;89.1226
;89.4361
;87.4535
;90.7099
;87.949
;88.3103
;90.8875
;89.3178
;91.5573
;89.3484
;91.0009
;88.2779
;89.9292
;90.4109
;88.1312
;89.0708
;91.3532
;86.1586
;87.5876
;86.9248
;87.1637
;88.2684
;88.4451
;87.1973
;87.9321
;84.5736
;87.1915
;88.4981
;89.3362
;89.7729
;87.2406
;87.237
;84.6205
;86.4492
;84.6721
;88.7093
;88.3201
;88.2122
;87.8328
;89.4985
;88.6581
;88.9032
;87.1398
;87.1588
;87.7531
;87.0957
;85.4387
;89.3371
;86.5334
;86.033
;86.853
;86.6922
;84.3832
;86.6572
;87.4637
;85.8271
;86.7033
;88.0406
;90.5754
;88.1429
;85.8832
;87.1526
;86.2938
;86.0166
;86.5522
;87.6479
;92.3487
;86.3566
;88.116
;89.5795
;88.325
;89.5463
;86.1392
;90.7657
;88.096
;88.5434
;87.5216
;89.833
;88.7818
;88.4535
;85.0968
;88.6523
;85.6304
;86.0199
;88.6547
;88.2946
;87.246
;88.6842
;89.3619
;87.887
;88.1939
;90.8165
;86.9832
;89.7
;88.2278
;87.0626
;87.7701
;87.3316
;88.4586
;90.4083
;86.6839
;88.4044
;86.3587
;86.4679
;86.1088
;87.1488
;86.8174
;84.2079
;86.9372
;84.9674
;85.3003
;90.2133
;86.9323
;86.7414
;87.2184
;87.6864
;89.2959
;87.8217
;86.3768
;88.2557
;89.0011
;87.3657
;88.0252
;86.9771
;88.9758
;87.6644
;89.2541
;87.1898
;89.1432
;89.5551
;88.0353
;86.6196
;88.3627
;87.7407
;88.939
;88.0987
;87.0218
;87.0179
;88.5519
;91.3901
;88.5563
;89.2139
;89.4971
;88.8884
;89.2566
;88.4149
;89.8396
;89.5796
;88.1941
;89.8258
;88.7395
;88.2287
;88.3671
;86.9483
;88.7342
;88.1462
;86.6943
;90.7352
;87.6408
;87.4132
;89.5217
;88.4821
;87.8555
;85.5246
;86.9973
;88.9837
;89.1261
;89.2466
;88.6925
;86.4485
;89.1577
;89.072
;87.1312
;87.7858
;86.6553
;90.1088
;89.4166
;90.4455
;88.8712
;88.9704
;88.1603
;88.7883
;89.8341
;88.2248
;89.5119
;88.6923
;89.114
;90.3473
;89.4617
;89.8338
;89.0483
;89.4978
;88.5073
;91.6404
;90.1962
;89.8373
;88.7266
;89.7176
;90.8991
;87.7247
;88.5504
;89.7749
;89.8716
;85.6613
;89.0735
;90.7451
;88.0826
;89.7672
;87.5161
;91.0088
;91.4776
;89.2313
;88.2661
;88.345
;87.4887
;89.1922
;90.1951
;89.2161
;90.4373
;89.2257
;90.6855
;88.9285
;88.0708
;93.0404
;90.9577
;88.4856
;92.6135
;88.2287
;90.0628
;90.8794
;93.0953
;88.6565
;90.2837
;90.6574
