[3Fe-4S]+;[4Fe-4S]2+
127.7592;91.7036
123.3418;93.1411
124.8553;90.6724
128.1286;91.0125
126.5506;92.3169
124.5693;92.0147
129.9186;91.5872
132.5499;93.6275
127.5628;91.908
126.8844;92.5943
124.8827;93.4366
131.429;91.1447
130.7323;94.3847
126.4649;92.243
122.853;91.1921
124.406;91.8371
124.7508;93.3165
123.1996;90.7645
129.1526;90.832
126.9679;91.4411
127.5508;92.2188
124.4263;93.0069
126.157;91.8907
132.8114;94.412
127.2906;93.6428
127.5783;92.9475
128.5184;94.8082
126.3957;93.157
127.7961;93.1158
133.3423;92.0126
125.4149;92.4883
125.9396;91.8868
123.6624;92.6222
120.9002;90.8234
122.4458;92.4703
124.4351;93.3751
121.7673;93.0063
124.3871;92.9656
123.7835;92.4364
120.9846;91.9279
120.7828;93.674
119.4301;93.026
116.3244;91.5045
115.1919;91.6304
120.275;91.4605
121.2759;94.0553
124.0831;93.3792
122.9373;94.0508
123.4656;92.8403
124.7925;92.9101
123.1079;93.1301
121.4784;94.1567
125.7057;95.8035
118.9862;95.8277
124.5137;97.1859
118.8922;92.7234
122.4041;92.4074
125.8374;91.7059
121.3978;94.414
123.6217;91.3065
123.287;92.4902
123.2417;90.2341
123.699;93.5723
124.8246;94.6828
123.1167;92.2598
122.8146;92.5478
127.2518;92.3685
129.2525;91.3436
130.3545;91.5394
125.9842;92.2625
123.4859;91.6009
124.3673;91.517
122.9415;90.8904
123.4844;92.4748
121.8566;91.375
127.2621;93.4574
128.9696;91.3376
125.0317;92.1582
122.855;90.6415
122.7051;92.4107
127.544;93.0074
121.9065;92.7892
125.9197;95.7662
120.2391;94.187
122.3707;92.5064
128.695;95.472
124.8059;93.0975
123.858;93.1009
127.1961;91.5006
129.6026;91.5684
127.9197;91.0337
127.4652;95.7086
127.8421;94.1975
130.6066;92.7596
129.7921;93.092
127.0547;89.7237
125.3227;91.9419
126.4596;90.6051
120.8066;93.5638
124.9588;91.5801
122.2271;90.6787
124.3772;90.4012
127.7973;88.734
125.8915;89.8261
124.3239;90.9905
124.4983;90.505
126.6579;92.0441
120.0368;92.698
126.9102;88.4714
122.5196;91.9956
119.6142;90.8218
124.6086;90.5299
124.277;89.8391
123.7657;92.2456
123.5214;92.6959
119.584;92.292
125.661;95.4732
119.4773;91.3001
125.0561;93.6866
121.0456;93.5451
126.6286;95.2785
129.4059;95.0743
124.5855;88.8082
122.0201;89.3796
121.0589;92.8568
125.8086;92.0501
128.4673;92.6429
127.047;90.7088
127.62;91.2163
125.7074;91.9529
124.4988;91.0108
125.4294;91.5451
120.5207;92.7496
124.0607;90.2392
124.5223;92.9867
125.2618;89.7487
123.0095;91.7282
124.3197;91.2464
122.2955;91.8586
127.0652;90.1589
124.7208;91.3791
125.1199;90.9707
123.9252;90.0448
121.7673;91.9575
124.9015;91.5247
128.0071;91.9114
121.5119;92.9425
118.1186;92.9804
123.0228;94.3541
124.7462;88.1419
123.0707;95.2445
123.2656;95.1344
125.3785;92.3143
123.3441;93.2034
124.9275;93.4354
123.7809;92.2083
121.8037;92.0746
119.8027;92.6969
120.5033;92.198
120.214;93.9661
114.2728;91.2386
119.2323;88.5491
114.7105;91.085
113.066;88.3053
115.3941;90.349
117.7202;89.0807
116.9444;89.0906
115.7557;89.5114
123.8507;86.3743
119.7684;91.5408
122.5201;90.2028
116.5531;91.7762
114.8426;93.2538
115.276;91.0747
117.1186;91.7641
119.7648;92.5423
119.9549;90.0908
116.0197;89.5428
113.8112;91.1468
114.2677;93.6959
114.8936;93.3061
116.3924;91.0953
113.2939;91.722
115.061;91.6316
116.2445;90.1919
117.4606;89.9775
110.2484;90.7661
115.9069;91.744
116.6336;94.3669
112.0756;93.1864
116.2373;92.9599
110.7268;93.5613
114.9624;91.6406
117.0116;93.1604
114.6151;91.3775
117.6581;92.8238
119.8876;94.5942
119.2513;93.9192
115.7312;94.3601
121.7642;94.5064
116.1113;92.5062
119.5335;93.7982
114.2589;92.3122
114.8217;92.9508
117.0673;93.1162
117.933;92.0172
113.8307;87.8254
111.4668;88.0199
119.0563;87.3476
112.6427;89.9081
115.1839;89.4736
115.0251;90.7616
121.1652;93.1288
115.2877;94.3358
120.9429;93.7706
115.6891;92.2765
116.8747;91.5222
116.0486;93.6544
116.0941;90.8439
116.2409;93.5601
117.8334;90.998
118.8809;92.9954
117.6189;91.5691
113.8233;92.0046
120.2997;92.2009
117.8252;91.6945
124.4624;94.3225
121.5959;92.9566
119.6985;89.9431
120.9263;91.0495
118.3429;90.5159
120.0249;91.0262
118.2326;90.8742
120.204;90.2352
120.851;90.9799
118.889;92.3507
122.4221;92.1424
117.9231;92.9705
118.1418;94.0417
119.2252;93.7577
113.4554;92.2081
121.9236;92.2385
117.9053;92.2082
121.9743;90.9137
121.8616;93.1918
117.1121;94.3338
115.1266;94.9722
118.6137;92.4861
118.0751;95.4498
120.7169;91.8063
120.4769;94.2015
117.1429;95.5858
118.4621;93.2212
121.189;92.2231
122.0785;91.3698
123.7934;91.1844
116.7075;93.4145
115.8206;93.2088
117.6984;94.0339
117.1058;89.1993
115.4837;91.5081
116.9939;92.3184
121.0473;92.4301
115.1149;93.8098
118.7201;94.0859
115.6585;90.9712
115.6904;90.4791
119.0015;93.4483
119.5406;92.4813
121.0732;95.627
117.5679;94.3302
117.0544;90.5702
117.0716;94.4287
118.8954;92.7767
115.2842;93.3162
117.8583;94.8317
115.7335;92.9501
120.0167;95.3445
114.2465;93.305
119.45;90.6578
116.8343;92.1071
114.1885;91.1247
115.4348;93.1666
120.314;94.4138
117.4735;92.0488
116.1525;91.8495
112.0838;93.1193
110.3322;94.6074
112.6999;92.3845
108.8141;93.0194
109.696;95.2355
111.021;92.3484
109.9658;93.5858
113.7159;93.595
106.5476;93.6685
112.8201;94.0918
109.4363;96.7121
107.8669;92.9093
107.8805;94.3366
111.8338;92.6397
113.3304;95.8838
111.537;94.0661
114.0471;95.3669
112.9986;92.9079
112.0033;91.4032
116.8525;94.5164
111.3577;95.4198
119.0994;95.2478
118.762;94.7275
116.7993;93.6885
118.9574;93.2972
111.962;93.3689
111.0103;93.4134
115.3001;95.6705
114.6614;95.836
116.6798;94.3478
113.6662;92.8546
115.6524;91.998
115;92.9571
116.2219;92.328
119.2145;93.708
119.4012;93.1873
113.8235;91.1036
113.4536;93.9502
112.5887;93.5794
112.9538;91.9958
112.4097;92.2265
123.7346;95.5974
117.9366;90.0152
116.3361;90.9707
117.5326;90.5778
113.9918;91.6252
111.8894;91.8666
119.3557;91.4897
118.2516;92.7232
115.6177;90.7416
115.5238;92.0566
111.9105;92.8625
116.7295;93.3199
117.0946;93.4975
116.0525;92.7972
119.2589;93.1983
120.6372;89.9508
115.8943;91.933
117.3881;93.9493
122.2992;93.5074
126.2983;93.9283
115.4863;94.8105
113.2538;94.2245
117.7362;92.8394
115.1653;94.4428
121.2481;93.9121
120.3619;95.05
117.9096;95.6092
118.602;92.5873
118.5227;93.8782
114.5932;90.5068
120.1668;94.3679
115.1714;93.4211
120.9875;94.9685
122.3935;92.8473
122.7483;94.1235
117.7586;92.7956
118.0167;94.0457
116.7779;94.5477
120.8412;93.8559
123.7977;92.7383
116.3822;95.1032
120.892;94.766
118.0686;95.8202
114.8749;93.9013
117.1427;92.5755
118.4069;93.2161
118.5501;93.7455
114.2753;93.0273
113.1823;90.9835
114.3715;91.4023
116.2726;91.9346
117.7436;93.4646
114.2708;93.8726
123.9337;91.9986
118.5709;92.9282
116.8628;94.7574
118.3805;94.8508
117.6342;93.9886
114.7367;94.5356
117.2393;92.2593
120.7023;95.6586
119.0196;97.1433
120.3517;94.7003
119.2558;95.5126
116.5482;96.2089
118.8724;95.9247
119.1082;94.4602
119.6221;91.0055
123.3366;92.3005
120.2565;94.0072
119.977;94.6489
119.3361;95.8214
118.5747;93.6414
119.609;95.2704
123.7266;96.7298
117.6177;92.3841
122.2208;94.2972
117.7335;94.851
120.4107;95.4297
115.6244;95.408
117.7276;96.0874
120.3427;95.2792
120.5255;94.5103
119.2228;94.1273
117.3932;94.2161
120.8452;93.7628
118.0569;93.3605
119.235;93.0536
117.6395;92.9052
117.6091;92.4485
117.7179;94.3935
116.9744;92.6604
113.0687;94.5198
115.7142;92.8501
114.3595;94.0918
117.4216;93.6959
116.9786;94.3177
116.5488;92.0245
120.3525;93.8284
115.3564;95.3475
118.4013;95.2871
111.6934;91.3994
116.3457;94.5411
118.2151;91.1501
117.7006;93.6578
118.3329;91.7347
119.0953;92.2051
120.2547;91.712
120.2635;91.3197
123.1944;93.4107
122.3521;92.2439
117.8428;88.4161
114.3244;90.1725
120.4181;92.9597
117.8063;90.5071
121.6811;89.7401
116.8382;91.1853
122.9359;90.1884
124.0552;93.1866
124.4796;93.8993
127.1849;92.3077
122.4298;92.3667
119.5461;91.8415
115.0008;93.9986
117.9485;90.8806
113.9349;94.8871
113.7993;90.3496
113.1296;93.8201
114.8111;92.3939
117.4592;92.3908
114.6068;91.9887
108.0077;91.2086
116.3727;92.6603
115.9996;94.2036
114.1335;95.5867
118.8468;91.6979
116.7531;91.3433
112.0703;93.3329
119.6741;93.5805
116.3383;94.722
118.2981;93.7472
122.5467;93.4465
114.7413;92.3521
114.2505;92.7719
118.0459;92.6793
114.6781;91.7489
116.9853;91.5216
115.0335;92.588
115.6403;90.6746
117.9585;92.6561
110.777;91.7851
114.3863;90.946
117.0165;92.7279
116.4029;90.642
117.2642;93.0763
118.0329;90.4298
117.2512;92.4007
117.0725;90.5862
116.2731;93.0061
113.7771;91.6611
121.2316;90.8095
118.5599;93.4323
117.1191;91.9938
121.1608;93.5052
117.7913;92.2128
116.7134;93.7601
115.6641;92.4787
119.6488;92.8014
114.474;91.2563
114.9665;92.0456
115.4299;92.7207
116.9952;91.6426
117.4276;91.6604
114.0917;92.9106
118.427;91.0431
116.0249;91.7642
119.3856;92.1687
114.9415;92.3796
116.0994;92.7692
117.4548;92.1331
116.7595;88.1523
114.1355;93.7001
117.0779;89.0379
115.9787;90.8684
119.6815;91.5327
119.9545;92.3034
116.7585;91.9369
113.7857;92.0133
117.9402;93.6523
115.74;93.0813
118.272;92.0334
112.477;92.4456
113.151;93.7371
112.465;93.9396
116.7961;93.6563
115.3093;91.5534
119.785;90.5439
115.6349;93.8282
113.4033;92.353
114.3743;92.4462
119.0465;89.9377
117.3736;93.3852
117.7054;95.8442
119.67;91.6273
116.6593;94.9532
119.0672;94.0466
118.995;93.8785
116.8882;96.6479
119.0544;92.3974
118.8882;92.8577
119.1006;93.6814
118.9124;93.0924
119.8479;93.7226
117.4869;92.8221
120.9585;93.6288
118.5651;93.6305
119.3708;94.6729
124.082;92.2727
126.7336;94.0813
121.113;94.2575
120.5763;91.7287
119.1074;92.9416
119.2478;91.5387
118.28;95.3766
120.1734;90.7967
123.535;92.7591
123.2288;94.4997
120.3705;95.0491
117.2521;93.7896
121.4624;95.9982
124.72;92.1075
124.8423;93.9775
126.715;93.7942
121.3715;93.0596
121.4141;93.3432
121.4139;93.8911
122.3556;91.5676
122.0042;95.4448
120.5058;94.7359
120.4417;95.122
118.7052;94.1339
118.2776;92.8349
121.5244;93.4149
123.6418;94.3556
121.374;93.9748
120.5947;93.1392
121.8371;96.4919
126.7732;95.1198
120.5545;92.059
121.174;92.8455
123.7031;92.9774
121.3479;93.4885
118.7778;91.7447
120.0796;93.3603
118.2502;92.5064
119.6817;93.9179
120.1064;92.3699
122.2629;93.3321
115.555;93.8209
120.3081;94.1786
121.4062;94.0419
93.1006;86.8896
93.5784;86.8667
96.0932;88.3505
95.7311;85.4873
99.4246;87.6551
100.3252;87.4155
99.689;90.7209
96.6266;88.8167
99.8237;89.6451
100.8758;91.2657
98.5786;92.4558
103.8911;91.0471
107.5572;92.3549
106.3452;91.1801
106.4591;89.014
100.6507;90.2975
103.6613;86.6902
107.1531;91.7383
103.6164;88.2792
102.1984;86.2543
102.9678;90.6311
102.4393;87.9751
100.7524;92.7458
102.1531;89.5155
105.5614;88.8454
102.7734;91.6588
102.6952;90.0596
107.658;92.1357
100.9675;94.7682
104.5328;91.7941
100.1501;90.1421
105.12;90.3296
103.6605;92.62
102.3296;91.7621
102.0425;91.1593
106.9302;93.2235
108.0238;94.8426
106.377;92.0751
104.535;93.9912
107.4243;94.6799
100.8611;94.2168
105.8819;93.5028
106.96;91.3462
104.3675;91.5497
101.8414;90.9341
101.5362;91.1555
98.166;92.3256
102.3823;91.6131
97.6791;93.8955
100.6899;91.8853
100.945;91.3599
98.8991;92.1293
97.6474;92.299
99.8511;95.1625
100.0546;93.8364
102.4735;91.4684
101.8683;93.2825
101.8205;92.6564
100.708;90.5358
97.6057;90.6097
98.5337;93.4199
98.1415;93.1795
96.9704;94.4167
96.4541;94.491
99.0201;91.9681
104.73;91.2189
108.0167;90.202
100.8581;91.623
104.0967;94.9719
101.8687;94.1058
102.0406;93.7399
102.9564;92.2237
104.452;91.5297
106.0536;92.4742
104.9799;92.3057
104.9674;90.2011
105.8544;93.1543
106.7015;94.699
98.9957;92.7855
111.4754;94.8728
109.6306;94.633
107.2567;93.9975
107.6387;91.9906
108.0819;92.8219
108.3394;90.9137
111.4999;91.5073
110.2382;93.0115
108.4777;92.3465
111.8411;91.9112
111.326;93.2991
108.3643;92.8366
111.4424;91.7056
108.9071;95.678
109.2402;94.9565
112.0578;91.3108
109.543;91.7372
112.8768;92.0994
108.9861;91.3204
114.0553;93.3118
108.8497;94.0117
109.1779;94.3757
110.0997;93.4866
112.069;94.6847
113.2928;93.5766
110.8629;93.2111
109.5751;90.192
112.4895;91.1919
110.4101;91.7011
108.6259;91.2639
109.0623;92.5986
110.8618;92.34
111.8323;89.5849
114.8618;91.454
115.0812;93.644
113.5706;89.911
112.0543;92.4458
110.2095;92.1583
108.7688;89.1503
112.508;91.1391
108.9429;92.2116
108.0571;92.3081
107.5678;94.17
113.4345;91.8157
111.4344;95.1116
105.0519;93.341
111.4595;93.4768
112.5599;95.6926
111.1892;94.3977
112.8413;92.918
112.9098;97.0227
110.0125;94.3392
109.5504;95.1704
110.0452;94.5078
112.6654;92.035
108.2256;91.3727
109.452;92.9047
109.0856;93.239
113.4426;94.7353
107.1019;94.5092
109.5817;96.0405
114.6312;94.4191
115.1946;94.8817
116.515;92.0159
113.1238;94.4344
112.2208;95.0127
116.0275;95.6383
116.2755;93.5443
112.148;92.1923
112.6355;94.4372
114.0434;96.5422
115.4252;94.4705
114.417;94.0964
108.5825;92.9662
114.0659;95.37
115.9314;95.5716
113.8523;95.7396
114.1205;94.1825
109.7027;94.5315
109.8658;94.846
116.1018;95.3566
113.8196;93.6802
111.9025;94.1928
113.3019;94.7346
113.0974;90.925
109.3285;93.0062
113.3124;95.5996
114.004;94.4509
113.3885;95.3679
111.6022;92.8944
112.0073;94.3019
114.5858;95.607
113.0664;93.1831
115.517;94.9248
117.1166;92.2323
113.3832;94.4295
117.6511;95.5662
112.8737;94.5435
111.3318;95.4071
115.0726;93.7035
108.8798;93.4843
115.0769;92.6453
113.8444;92.5706
112.2254;89.7402
116.9434;95.9143
118.9234;92.2428
114.2589;93.6869
112.8836;94.8388
106.9951;96.0048
112.7731;95.4884
113.9672;96.5905
114.6844;93.5031
114.4554;93.8644
113.8356;94.4215
113.6263;92.2494
117.7156;93.7122
116.016;93.2535
112.5451;92.5592
111.3262;93.6332
107.1027;94.7012
113.6132;94.0782
107.6993;94.6347
107.4835;95.5357
107.4556;95.3393
106.7432;94.7942
110.0477;93.8706
109.4205;93.9405
110.3719;92.8335
108.6287;95.8922
111.128;94.636
107.123;95.2416
110.466;93.4534
110.6142;91.678
107.7513;93.9523
113.0437;95.845
109.7278;94.3678
108.3926;94.7021
107.7502;95.2098
108.1702;95.0997
110.4574;94.0156
107.3107;94.1315
108.9354;96.1999
111.7002;95.0289
112.0886;94.8125
109.6827;94.4618
110.5399;93.8584
112.1134;96.8469
107.9971;95.1096
110.3024;91.7531
112.3124;93.0985
113.9121;92.0557
112.5692;93.9103
106.1154;93.2715
112.7125;90.1707
105.9668;91.3777
106.7629;93.0987
109.0377;94.3618
112.1345;94.3725
106.818;92.6575
109.7139;93.4341
105.1066;95.0684
108.3187;93.8133
104.5982;95.3258
107.0176;92.2893
108.4607;91.6474
110.2083;92.9021
108.3286;92.8214
109.7844;92.7375
110.0618;92.9739
107.3797;94.3797
108.1221;91.8839
107.0216;91.0412
110.6792;91.5294
109.4796;91.6191
110.4383;91.9548
110.9957;93.733
111.2144;94.8688
110.7047;93.5491
109.4191;93.811
107.6356;91.181
110.5784;93.8911
108.4002;92.9916
111.668;94.7395
110.2912;93.6112
111.2565;95.2125
112.4554;92.0935
110.5305;92.4339
114.5723;90.7513
112.2935;91.4954
117.7557;89.9897
113.0578;93.0581
115.5906;90.1232
113.5437;93.4731
112.7877;93.6205
109.2831;89.5732
110.8076;93.0432
110.5979;89.4917
108.01;90.8387
109.8427;91.1694
108.6221;91.2857
110.8027;94.7055
115.5233;92.6435
109.7693;92.6395
105.869;94.2307
108.7573;96.7729
113.276;93.5404
111.2228;93.6503
111.5132;91.1492
110.4311;93.8747
109.4156;93.7384
110.7649;92.9057
113.6138;93.9009
110.796;89.2414
115.2334;92.5728
109.805;93.1312
112.8653;95.8886
108.9156;91.1781
110.3829;94.3255
114.3353;94.2261
110.1626;95.3649
109.2874;93.64
110.8654;92.4921
113.9512;94.7871
112.4419;93.5539
109.2837;91.2308
110.4802;94.7598
110.1494;94.2326
115.8226;94.4446
114.62;92.8124
118.3318;91.9456
113.5269;92.0758
115.6464;94.1439
116.5126;95.913
113.5686;95.8313
122.4718;93.004
115.484;91.973
115.6363;93.651
109.9839;92.6872
109.7154;92.5058
108.566;94.1606
112.9456;92.8711
110.8241;92.8862
116.7859;91.692
112.41;92.2954
112.0704;90.7982
115.0947;90.5535
113.6077;92.4822
116.0075;92.8817
121.675;93.4188
116.1616;94.8611
116.8871;94.0327
114.4777;92.6227
114.4854;93.0752
121.172;91.7348
116.5262;92.5409
116.0521;90.5257
113.524;93.2919
117.8289;92.2373
117.44;94.1123
114.6824;92.8542
120.0109;93.1098
117.2379;91.7834
116.4534;91.8052
118.5761;92.1996
114.3855;90.4842
119.8626;94.3223
121.428;90.7549
124.4805;92.2289
127.6784;91.3746
124.5567;94.0865
123.3694;90.9974
119.3905;91.1189
124.5041;92.7553
123.1481;93.3499
125.2166;91.8966
124.9458;92.3883
121.386;92.7323
126.2889;91.2426
124.6727;91.8983
120.7655;90.9284
122.6491;92.0524
123.5912;92.2341
122.8589;91.6567
122.0384;93.0482
124.3021;92.4699
122.265;92.1875
124.5767;90.3832
118.3374;92.3113
118.4677;94.1192
121.1029;91.5471
117.8658;92.0178
124.2164;91.5051
116.3401;93.5442
121.5625;91.1174
122.2659;92.4164
123.0651;90.8959
118.58;92.9425
125.3059;93.654
122.9122;92.3453
122.7003;92.6596
122.0551;93.0331
126.4032;91.6069
122.6797;90.0829
122.9205;90.6585
125.9695;92.1665
120.7057;93.611
125.6948;92.8473
127.3474;91.495
124.75;95.8981
119.6971;96.4043
117.7554;91.8567
122.0189;92.0718
116.5509;92.0558
119.2942;95.8706
122.0624;93.2271
123.5791;92.9638
122.5711;92.1819
118.8695;93.9522
117.791;90.6267
118.1483;91.9905
118.1915;91.0682
120.1485;93.412
119.4759;92.7083
117.5459;92.7378
119.0495;91.1996
121.2901;91.5373
121.2554;92.5055
120.5644;93.7892
117.7417;90.3306
116.8795;92.5121
119.7883;93.8723
119.1247;92.1312
120.9902;91.9321
119.0754;93.5417
119.8134;92.1652
122.6874;92.9092
128.1921;94.2599
122.9648;93.8992
125.1725;91.1245
123.8117;92.0885
128.4157;93.7556
122.4793;96.6167
127.393;93.5971
120.1423;92.3042
124.7965;91.8857
124.728;96.3865
123.2506;93.3476
121.7726;92.9628
119.537;92.4937
122.2869;90.9583
124.8158;92.9587
126.3668;94.8945
125.8999;97.0855
123.4541;93.0296
122.861;93.0078
125.8032;94.0188
124.5716;91.8191
122.6856;96.1427
122.3212;96.2997
123.0695;94.7073
122.4769;94.2869
126.4929;95.2887
124.1318;92.8695
127.2037;95.2377
120.8046;95.8832
122.5167;96.3665
125.0306;95.1478
124.59;94.4781
124.0677;95.1622
123.6115;94.5118
124.9479;95.5586
126.482;93.7802
125.2976;95.4083
123.2797;93.6984
121.5595;94.2532
121.3805;93.4514
121.2044;93.9256
122.7583;94.9049
124.4436;93.9882
125.3215;96.08
127.6637;93.3334
124.3065;95.7026
121.4948;92.5587
120.3994;94.7253
122.2939;91.9136
124.9382;93.3903
122.5489;93.9854
120.8566;96.5996
121.794;96.2544
125.0666;99.1097
124.149;97.0837
127.591;93.7519
121.3669;97.9721
119.6602;98.0534
122.8078;94.7213
124.2838;95.6269
119.8351;95.5006
122.6834;94.8053
123.8385;95.0804
117.7166;94.1082
123.0715;91.1949
121.889;95.1775
121.8299;91.5028
121.959;91.3317
119.6511;90.8931
124.4031;91.9747
122.6272;91.729
124.2362;94.3224
123.5964;91.6878
125.4469;91.873
123.4855;91.1454
122.8003;95.0242
126.7314;93.0088
130.8729;92.4963
127.3173;90.285
127.1921;96.4916
132.6563;92.6713
129.1493;90.8976
127.6797;91.8057
123.0632;91.7833
127.4219;91.5358
122.6304;93.7992
128.5645;92.9229
121.7922;90.1543
126.055;90.5586
123.3246;89.4018
129.6229;91.126
127.5279;92.0595
130.8733;91.7451
129.3182;92.8123
129.5769;92.2018
123.5794;93.4295
129.5134;92.6299
128.7819;94.067
127.3253;94.5273
123.4051;92.5574
125.9096;92.6993
127.0674;91.8058
119.7958;93.5402
119.9675;93.0534
123.4422;92.289
122.9402;90.1381
125.8407;91.0875
124.6209;90.2254
126.8522;92.421
126.9368;92.9222
124.1422;91.6603
130.2762;90.6346
127.6056;91.6747
128.9889;94.6491
130.704;93.1394
128.2722;92.8656
128.8202;93.9589
129.7234;91.2291
128.6881;90.1875
129.0255;92.1679
122.7978;92.0404
127.586;90.7593
126.8803;92.3122
124.0839;91.989
122.6194;92.7111
128.5645;91.0987
130.4971;92.302
126.1386;91.8079
122.847;90.92
127.0207;91.9714
123.5602;91.012
121.5512;90.7286
127.8696;91.6885
124.0248;91.026
124.7678;92.8094
126.7474;91.7558
124.0487;92.2739
128.7905;91.7036
124.1885;87.9338
124.9715;93.4365
124.575;92.4972
123.6707;92.7385
122.9665;91.5358
123.7725;91.858
126.2038;93.4333
122.8474;92.2914
125.0918;89.5476
125.2612;93.3355
126.5978;92.6483
127.0327;95.496
117.8534;92.8508
124.883;91.4772
119.2969;96.1551
125.5788;92.3942
122.7747;94.6854
121.7774;93.8733
118.8829;94.844
123.2229;95.2905
124.4755;95.2787
123.5584;95.1233
121.875;96.2575
114.5295;93
119.6011;92.3155
120.1777;93.1405
120.3135;89.6694
117.7198;95.7611
120.29;95.2478
126.4341;93.9158
127.9391;91.398
125.3716;98.1912
125.0974;93.5488
122.199;95.3356
119.1913;96.2226
123.4734;94.6435
121.9113;96.0037
125.0381;96.2431
124.1771;94.1949
120.3106;98.9121
124.3413;98.0829
118.8053;94.5307
126.9831;94.63
124.1348;97.1722
122.3237;95.7493
122.9945;98.3079
126.665;94.1289
123.7865;96.5326
122.0703;95.317
123.2432;98.052
122.4537;95.0964
117.6963;92.9557
120.635;95.7109
120.9209;96.2196
120.3404;94.4027
122.3857;94.1046
117.9347;95.39
118.8827;94.0711
123.7763;98.6654
119.2352;92.83
124.2791;94.5003
123.6985;93.7485
125.0466;93.6887
123.0207;92.0091
121.4679;95.2315
118.7827;97.1214
121.8417;92.0413
122.0328;94.7288
117.1534;91.5728
120.304;93.0951
122.3739;92.3461
121.1867;93.3902
125.9731;93.1365
120.6231;92.9551
118.8466;96.632
120.3779;94.789
122.9347;94.1916
123.5316;91.3816
121.9039;93.1493
122.3291;95.8306
124.2413;93.6902
123.1957;92.1425
119.7335;94.8379
120.1765;94.5928
119.9038;96.1486
117.5711;96.3826
118.0968;95.4213
120.8858;96.7238
123.5927;94.3
121.4022;95.5209
122.5087;93.9852
123.9288;94.177
124.6042;98.6577
120.5889;94.8395
118.6835;95.0237
122.4246;95.9814
127.1376;93.551
123.4819;92.3489
116.8301;96.0977
119.8033;96.3506
122.1568;96.5253
123.9237;98.3775
121.854;100.1698
122.0187;95.7632
118.8867;98.6559
122.595;100.9788
118.5987;99.0997
120.1144;100.3716
119.9685;98.8213
120.5881;96.3597
119.556;99.4018
117.944;98.5869
123.772;98.0246
124.1052;98.9469
120.034;97.3502
120.7843;96.75
116.4039;96.2251
119.6007;99.3049
118.584;96.3418
118.084;98.2021
121.5563;96.6768
119.1944;93.4608
120.6027;94.2647
119.7468;96.9198
121.4006;97.8326
122.1938;96.8853
119.8786;97.5815
124.1605;94.6746
124.1323;97.7474
123.4583;95.5785
118.8102;96.4647
121.787;98.3535
122.1698;96.5493
119.9001;96.5376
119.6947;97.7347
122.1802;96.4602
118.7172;99.8571
121.8079;95.6935
122.2664;93.5103
120.2065;98.4232
119.5685;97.2328
121.0281;97.8362
124.2665;99.5869
120.869;97.2863
122.8151;98.2326
122.2909;98.9567
117.5075;101.0823
118.8341;96.9103
125.6674;97.2134
120.0134;99.1289
119.6213;94.7279
123.712;94.7923
122.4666;94.9188
120.6367;94.8127
114.7718;96.2353
123.2266;95.4963
118.6605;99.3182
117.8861;97.3936
118.4269;94.043
117.1062;96.4666
122.5033;96.3488
121.3232;100.0267
121.4223;96.8646
120.1306;95.4465
120.6189;98.7719
121.0558;95.6072
120.2605;98.5015
125.6828;99.8355
125.467;100.7067
124.0261;99.9708
122.1871;100.863
120.0575;100.3687
129.983;97.4699
126.0147;100.5376
127.2874;97.8062
123.6173;103.1
128.9528;96.893
125.5572;99.9127
127.1143;101.9278
125.615;102.0184
123.0691;98.6156
126.4937;97.2741
126.9381;98.0907
127.3658;97.1346
130.1519;95.3156
132.1188;95.3489
125.28;98.2911
129.1629;102.716
124.8297;98.8876
127.0225;99.6449
127.5037;98.8797
130.4523;98.876
125.2645;95.952
126.6967;98.5823
127.6451;93.8778
128.0567;95.759
125.5753;98.1534
125.1198;97.2935
121.1614;96.1523
122.3402;95.9321
123.1518;97.9281
125.0688;98.2548
122.1848;94.2873
125.4861;101.1227
128.22;96.0394
130.4725;96.3973
130.2166;97.4372
129.9567;96.9192
124.8017;97.5547
123.9476;98.3426
127.9175;98.0046
130.0061;97.4715
131.0281;96.8967
129.707;101.0043
127.1812;98.0785
129.7886;99.6201
130.3571;97.5102
134.196;98.5375
128.193;100.7093
125.4298;100.9625
128.0587;97.2496
122.3002;99.3058
128.1739;97.0905
124.4912;97.5851
125.0292;98.8531
125.9452;97.5782
126.6946;98.1104
121.4333;95.8293
126.5683;97.1927
127.5564;95.1413
127.0613;96.8954
127.5335;95.707
127.1108;97.8012
125.554;95.6131
125.1199;99.0531
121.9832;94.1545
125.4809;96.6204
129.7738;98.0916
128.512;99.4606
125.9775;96.6292
125.7808;98.5349
130.7039;99.9669
130.7181;95.8151
131.3844;96.1844
127.3474;97.5232
126.3206;99.121
125.7461;94.8087
126.4969;99.4095
123.4922;97.7831
121.4416;98.8785
121.989;97.3203
117.1706;94.6167
123.6324;95.7039
124.8805;97.6844
128.9835;97.5899
126.1266;96.1108
124.2304;96.4179
127.4215;99.0354
125.4883;94.9348
123.2394;96.1918
125.7182;95.3795
125.6962;96.6055
127.7367;97.4376
125.0067;93.3988
125.7463;96.7097
124.18;94.6058
126.2282;96.1541
130.7319;97.8899
125.9629;94.8929
128.7791;97.7691
125.2717;98.7109
131.071;96.6819
131.541;99.4277
125.4937;98.1751
124.6557;97.0974
130.021;96.8581
129.6994;95.2568
130.6657;95.3714
127.3215;96.8128
129.0306;96.7987
126.6823;96.2439
131.0488;96.6579
124.1924;96.2278
131.6356;91.4411
