Time (ns);[3Fe-4S]+ exp1;[3Fe-4S]+ exp2;[3Fe-4S]+ exp3;[4Fe-4S]2+ exp1;[4Fe-4S]2+ exp2;[4Fe-4S]2+ exp3;[4Fe-4S]2+ exp4;[4Fe-4S]2+ exp5;[4Fe-4S]2+ exp6
143.5;64.7294;107.9231;88.5548;28.9562;50.1947;9.6673;53.4488;49.9934;32.8516
144;59.3016;106.5136;92.066;32.9201;33.3918;22.964;47.5938;47.5535;27.1698
144.5;60.0177;114.3219;83.7489;30.7641;32.4777;8.262;56.9092;45.4323;23.8712
145;60.5046;101.0397;86.1392;24.7306;33.6623;8.4566;47.4446;45.7286;26.4346
145.5;62.6158;108.1925;82.4122;32.3528;42.4945;8.0221;51.953;57.0828;27.4815
146;57.3473;100.5604;90.1023;26.2941;47.2295;10.7444;49.0729;41.8759;31.2502
146.5;48.2942;98.0818;83.3632;30.1664;45.0257;17.8558;55.4848;49.9365;29.3142
147;47.7809;111.5458;82.5782;26.5002;32.3285;19.6516;55.09;47.4736;36.8565
147.5;44.9427;98.5021;82.7169;25.8257;40.1751;17.3043;38.8552;52.351;28.3119
148;47.6269;111.106;78.3516;37.8323;57.6585;30.6283;67.8964;41.9547;21.3272
148.5;60.4594;116.5012;85.8314;29.3835;24.5668;14.3766;60.4092;45.5335;30.0875
149;55.127;117.337;72.6172;29.0991;40.469;18.4114;57.9688;47.243;26.1496
149.5;57.9;112.3065;65.4598;43.8857;39.7196;3.9027;52.7128;57.9223;24.7304
150;56.6325;117.6295;93.6129;41.7749;41.2932;8.9828;58.7948;57.0363;28.4193
150.5;51.1902;96.865;91.8809;39.5098;35.8058;14.7029;63.8899;58.1798;31.1779
151;50.4693;121.0832;99.2706;28.7595;34.5901;20.2921;57.9349;52.8089;31.8063
151.5;44.4555;106.102;88.0542;33.4197;36.6233;14.7787;59.9945;62.4788;32.5853
152;55.647;123.3983;82.6666;32.2299;45.0348;12.3128;53.0621;43.5859;21.7393
152.5;56.2402;109.8619;75.5041;30.7943;32.6813;22.4024;52.0957;56.6545;29.7244
153;54.118;118.148;84.237;40.8006;50.2325;6.0283;63.1833;46.7597;36.9986
153.5;58.2338;110.9194;94.5357;36.7644;38.4682;11.247;48.2858;54.4599;28.6398
154;64.5051;110.2264;89.0335;36.8388;29.8369;15.7375;60.8817;50.7441;26.2457
154.5;54.5897;118.3499;88.0834;29.7606;33.4221;6.0894;53.5562;53.1049;30.0498
155;56.0379;104.9735;98.9891;34.2272;37.0951;13.0771;48.3132;65.053;35.3568
155.5;63.7776;114.6488;87.9728;42.567;36.4884;5.236;57.5872;45.8821;27.1217
156;59.8219;119.669;95.6358;40.7858;39.3757;15.4523;53.3406;47.1696;21.2566
156.5;56.3532;107.6663;97.0887;42.4812;44.1961;14.4836;41.2518;39.337;36.3004
157;41.9528;117.6201;100.6249;30.1886;38.1829;14.8382;63.2284;39.9075;26.3114
157.5;56.1119;112.1851;96.234;27.3108;38.8469;16.2741;57.0641;50.1819;23.8861
158;51.706;107.7503;87.9297;33.5201;39.3992;28.9423;58.4398;52.8089;29.8754
158.5;61.114;109.3978;90.7137;32.8929;40.0458;20.2998;49.6329;53.5941;33.6521
159;54.6332;102.5304;80.04;45.1822;42.1643;19.1396;47.9293;57.3332;31.8153
159.5;56.7393;104.846;79.7158;38.644;41.5303;20.0711;54.6083;62.905;25.8023
160;49.5162;115.492;91.178;44.1052;33.9457;18.1955;44.151;59.1007;34.8365
160.5;57.3828;111.1002;94.158;40.4266;37.3185;22.3636;48.236;55.5034;34.1594
161;54.1106;92.3664;103.8229;40.3447;36.992;27.9192;55.4503;55.1126;24.3799
161.5;49.634;108.8189;92.9864;31.1478;35.0736;23.691;42.4327;48.8598;23.9354
162;50.8467;103.9575;98.622;32.0572;39.5888;27.7337;46.7225;49.038;26.6439
162.5;45.7069;107.4255;85.4724;32.7908;42.7853;25.1967;51.21;62.4505;22.3403
163;58.1944;110.4631;81.2399;31.0874;33.9004;29.2844;49.2958;44.5793;26.6919
163.5;50.8327;100.9577;87.3909;19.7491;32.2702;25.9725;56.8743;44.6529;36.9401
164;49.1606;112.4815;101.7049;29.4547;41.7734;20.8353;56.251;46.4539;26.263
164.5;48.4254;118.4102;100.9061;27.9946;36.6513;22.6913;39.3341;63.5094;32.9382
165;45.0466;107.0361;101.8475;41.1983;39.7965;23.96;42.0326;52.9569;16.9008
165.5;57.5347;113.7352;85.853;29.3783;33.7154;16.1907;51.9674;43.6484;26.9909
166;52.7158;110.5782;78.8929;25.5847;35.3808;24.2313;53.433;59.7263;23.4637
166.5;57.7835;99.6093;101.2472;34.4085;42.0275;23.0553;44.0132;53.5758;19.9487
167;58.6534;94.3222;84.7828;31.3831;21.926;24.0974;47.0624;67.0334;31.7276
167.5;53.1068;105.3309;85.9884;35.3505;40.96;20.503;73.1988;51.9389;32.4865
168;47.3224;113.8642;91.6279;38.0267;32.8792;31.1483;55.6795;54.2378;31.3117
168.5;37.3205;107.6158;84.4271;33.6704;44.6231;14.2204;48.9715;42.9846;26.909
169;44.0533;95.6391;84.2672;27.0037;36.8889;15.6141;49.0654;65.4056;30.7511
169.5;46.2976;106.8978;96.351;33.4136;38.9369;24.3831;48.442;54.9011;38.0197
170;51.9721;103.3413;82.5928;38.752;37.5366;26.137;42.6861;54.1078;26.7703
170.5;47.4846;110.7144;80.3349;27.137;32.9219;31.0569;54.2956;57.4436;23.4965
171;41.1379;116.9456;75.5671;26.3425;43.7445;23.9109;51.667;76.8824;26.657
171.5;35.9632;104.2399;75.755;27.6482;48.5097;20.5519;56.1665;54.2031;30.7457
172;55.6779;107.3211;79.9233;29.7867;40.0809;11.6815;56.9351;57.454;17.797
172.5;51.2281;107.8668;82.3719;34.177;36.2114;24.6574;49.4903;44.2245;22.057
173;43.0242;104.0805;77.0298;30.529;33.7205;16.188;53.7598;44.1742;30.2865
173.5;44.7091;111.5306;77.5233;30.8053;38.5911;27.3758;54.6387;51.3497;24.9479
174;41.9032;119.7118;75.8731;34.3052;34.4397;22.3197;49.6553;39.3987;36.291
174.5;57.0054;116.2866;102.8429;31.101;45.393;26.0134;59.8643;41.6451;18.8149
175;57.2874;105.9182;102.6049;34.1125;29.3808;28.7508;60.88;53.464;26.3261
175.5;48.5116;115.2846;104.2724;31.3621;39.0941;23.0453;53.5349;52.9635;31.5133
176;44.4292;118.2681;107.2858;29.473;40.1359;20.4922;50.4103;36.4044;32.3012
176.5;58.653;110.6996;103.8538;36.4915;33.1501;23.2712;51.8375;46.0225;35.8532
177;57.5251;117.1083;92.5268;29.1673;30.8761;21.6314;46.8505;57.7812;18.8592
177.5;50.437;113.8506;100.0967;27.7251;40.4761;20.0087;58.4824;40.3406;24.2158
178;46.7366;126.5844;100.3583;37.9316;37.5895;17.4492;49.7307;49.2179;31.7858
178.5;38.9606;120.0098;93.168;25.2819;36.0851;17.2103;61.6444;43.4254;35.5961
179;39.8453;99.1305;104.2208;33.3647;36.8297;20.5417;45.3831;38.6242;35.8077
179.5;39.696;112.0505;98.9889;37.5298;46.0294;19.6353;42.0547;55.8366;28.0344
180;36.9879;109.7277;113.1176;35.3988;41.8894;25.5861;56.3977;53.037;31.6379
180.5;45.8356;115.4669;100.3025;25.8832;32.9223;18.8964;64.2659;34.7824;25.0258
181;39.4965;115.9224;106.9996;36.373;40.7918;15.4056;41.3406;38.6728;21.4737
181.5;31.8028;110.9972;90.6648;31.5701;45.3772;10.5268;39.8703;48.2346;24.9692
182;43.7673;107.6047;103.3034;31.6513;52.5912;0.8576;49.425;42.7925;30.4319
182.5;44.5624;103.4951;96.0442;36.2883;47.9463;11.9945;57.8007;46.6199;27.0161
183;39.9468;106.4089;72.8388;43.231;38.2166;4.0459;58.1225;51.8323;27.0997
183.5;45.8781;119.2202;86.0113;35.3512;34.5235;9.5153;46.635;35.8963;21.0714
184;55.3023;104.7632;77.4625;20.1132;41.5282;10.2271;58.2721;52.8547;33.2875
184.5;51.3437;108.7194;75.1013;40.6428;33.693;22.7195;45.5568;39.8856;21.6406
185;47.3684;107.7646;83.7545;44.0944;41.1635;16.9594;45.8545;44.3962;17.6442
185.5;41.1079;102.5665;72.4839;37.7628;47.1909;9.9139;60.2597;53.1408;15.8796
186;37.01;102.544;74.7975;32.5439;34.7449;12.5022;49.4095;46.1873;25.1667
186.5;44.4975;104.4693;80.9057;40.5332;35.5483;19.8694;37.0466;41.2297;31.23
187;48.8927;104.3185;75.8689;47.6833;34.2368;12.0423;66.7997;46.5289;34.6749
187.5;50.118;112.8582;76.3098;48.5734;38.2359;8.9248;34.7721;40.186;28.6734
188;44.8664;114.2414;93.6278;47.1985;44.7232;12.6351;37.9806;42.9774;23.9743
188.5;47.5441;97.7864;81.1955;42.9479;42.0493;20.3201;35.8162;43.3514;22.4864
189;48.9419;120.5822;73.2314;40.4734;27.9369;15.6981;59.0826;44.9956;33.5468
189.5;63.2501;103.2092;73.8881;41.2161;40.5187;22.3488;47.6642;55.0334;23.0137
190;43.7329;109.0698;80.7724;41.1299;40.8929;10.4224;42.6209;54.2233;27.2254
190.5;42.9453;106.0021;78.6714;41.3066;47.6654;16.2355;36.0253;39.9718;27.9133
191;36.4238;104.8592;80.0553;46.2679;43.6994;9.2485;48.167;43.8113;29.4676
191.5;49.2106;114.009;94.7137;45.7179;40.6598;22.2658;32.9634;54.3625;24.8365
192;37.7825;107.2668;96.1202;49.1395;39.1875;13.9083;55.5727;52.1212;35.8386
192.5;43.1812;113.7091;94.7278;42.6366;46.7866;9.6827;39.6564;41.4608;24.3853
193;44.6998;91.7324;87.2644;42.3397;37.6396;22.3001;36.6675;43.1867;28.3032
193.5;51.1522;130.7352;91.3736;41.6231;41.6667;21.9464;42.8897;43.7488;33.903
194;40.3452;100.628;71.3074;42.1523;39.6028;13.1302;52.5192;42.5542;27.7999
194.5;49.6893;103.1744;84.6345;47.1374;42.4246;22.5367;37.5605;44.8488;23.247
195;55.0403;120.3855;81.4803;43.3537;43.5067;12.1634;48.4624;62.8017;30.6908
195.5;49.2687;115.9217;87.2633;37.1509;49.9821;21.4312;38.8903;52.8049;22.4981
196;43.045;107.2163;72.7628;42.2833;36.3157;15.8612;52.1905;60.8275;25.7504
196.5;52.3737;118.3777;88.5098;46.2368;43.8012;14.8005;32.5118;54.1533;20.2924
197;41.4501;109.4594;65.3475;40.4775;33.0762;8.4258;35.0622;48.0385;26.6983
197.5;46.1691;103.8073;66.627;43.8714;39.0084;10.2738;37.1828;51.4937;29.3528
198;43.6988;109.9569;82.0373;37.7986;36.118;16.955;29.7404;42.4728;24.5826
198.5;33.5974;98.7873;56.8814;47.807;32.5535;23.3805;31.142;50.2051;28.3972
199;40.7225;106.6384;70.8913;34.9013;41.9018;11.506;41.2649;51.7077;25.1875
199.5;45.8168;106.8897;68.648;50.5643;40.8732;16.8185;44.1366;57.3301;17.9923
200;53.4412;125.7867;81.9591;46.2977;30.7644;21.3008;34.8847;56.6636;22.3274
200.5;42.7174;111.7953;70.8332;41.8283;46.6286;10.8031;43.0642;61.2994;33.9177
201;44.5571;114.4034;66.388;35.8387;38.1164;12.1868;40.7917;47.0555;27.4461
201.5;54.1639;109.2036;77.3985;44.4089;43.3538;17.1691;48.8821;62.5441;26.0387
202;48.263;118.4671;70.302;45.2568;44.7609;17.6453;46.3317;43.423;28.3751
202.5;59.5173;108.1373;67.6134;50.4264;41.4673;8.095;44.1536;42.8284;25.5944
203;55.1873;81.0833;63.478;46.635;44.6751;20.2798;36.1604;44.0975;37.8328
203.5;54.0428;113.0479;61.692;39.6073;42.3474;13.3534;37.6361;63.5349;27.9092
204;52.8389;115.5743;60.3989;50.1008;41.9658;20.0913;40.7902;55.6016;25.0335
204.5;54.7321;110.1409;82.6633;41.9191;41.3271;16.7264;37.0777;41.5548;30.764
205;51.2168;109.5796;63.101;59.1926;49.7909;15.2333;35.2676;50.292;24.6072
205.5;47.4759;118.3333;87.7836;47.818;35.509;17.2815;46.0526;59.2529;26.1637
206;45.3421;127.0123;89.1797;55.4824;41.6178;13.1401;40.709;47.4883;27.8648
206.5;48.786;110.6972;61.5864;54.5822;39.1314;11.2231;44.4566;49.6859;33.6582
207;55.1006;110.4057;61.5099;37.7279;43.5019;20.6344;59.061;43.5315;27.2685
207.5;50.7022;105.6459;70.1446;36.0842;40.9008;21.2473;59.9051;54.9382;35.9898
208;46.2665;118.7;71.8783;44.0028;45.793;20.862;53.8081;52.8274;29.9048
208.5;54.5641;118.2685;77.3509;43.6855;37.0684;13.2061;48.5655;63.486;28.3196
209;56.8064;125.1344;91.5082;53.7085;41.9248;16.4409;37.7659;52.2459;34.612
209.5;50.6614;110.7849;84.6842;41.6107;36.3801;17.6313;57.7414;46.65;27.1836
210;46.177;121.1757;76.7073;49.1571;39.4456;29.5262;56.6881;60.2004;30.9397
210.5;49.15;113.652;73.8591;48.2475;39.782;14.3461;62.8697;63.1889;22.2625
211;56.2187;116.2341;67.8845;58.2777;38.24;14.8272;55.5659;58.9033;21.4538
211.5;48.6006;115.3579;62.9592;51.0319;37.0213;10.1373;53.2798;64.8653;32.5161
212;39.3633;107.8648;73.1728;40.8938;38.3066;15.9992;50.8099;53.5301;20.3845
212.5;59.4456;107.351;83.3402;38.5174;35.4495;16.2342;68.6828;57.0224;22.978
213;49.6243;103.3044;78.4796;55.5637;45.1678;18.7032;54.0818;65.2491;24.4503
213.5;51.8281;103.7621;76.1493;39.5185;37.37;12.6039;46.1494;47.4269;29.0175
214;49.0335;108.1048;75.291;41.6139;49.6892;16.2846;47.8904;58.079;29.2939
214.5;55.0469;114.2446;77.7203;41.7723;41.4541;15.7171;45.5188;59.5337;33.2064
215;49.3793;98.1364;73.0014;46.4407;41.6075;16.578;43.3405;54.3365;31.5881
215.5;46.6879;108.6129;75.9693;53.9873;40.6851;18.6409;46.6868;58.0253;29.7473
216;53.2624;112.8048;73.534;52.8393;42.3211;19.0683;35.3124;55.2331;24.4355
216.5;43.0471;106.4561;76.7299;49.5628;45.9542;12.7818;56.6452;58.0449;32.4119
217;49.5566;120.3072;91.4085;56.3008;40.2564;15.6082;70.2563;51.8431;27.9998
217.5;52.5502;115.6242;65.7323;53.7352;36.0117;7.2236;40.8112;60.4603;22.446
218;42.5324;117.4039;73.9324;47.9606;39.6009;16.1809;54.2855;45.8755;29.1411
218.5;54.0005;131.4786;73.0496;46.965;36.4096;13.2242;49.717;44.5739;22.9296
219;41.6266;113.424;73.7492;37.8928;39.7722;13.5267;46.1446;60.3984;19.9704
219.5;53.1742;122.375;73.6473;46.3455;42.6475;21.9727;48.0082;52.6548;20.4195
220;46.1141;113.2574;74.5489;45.0808;39.0698;24.6478;58.4342;61.6776;28.2851
220.5;50.3052;118.9221;78.598;50.4325;42.3373;24.3601;53.8235;58.0397;30.9415
221;50.6076;106.6708;81.5183;45.7085;39.4512;14.8152;50.9357;49.1071;23.9787
221.5;53.3547;108.4198;66.9962;46.7747;39.0802;18.8564;32.3293;56.2931;23.262
222;47.7384;128.8014;81.5507;56.2709;34.3471;11.6039;42.5739;61.7997;29.4652
222.5;52.5118;122.2601;76.575;51.9858;41.0555;22.8528;41.1581;57.7028;29.5007
223;46.2266;120.5413;91.3307;40.3051;34.3343;16.4525;31.5577;60.1142;25.3612
223.5;58.1791;122.2511;82.8919;49.2437;34.4155;8.7785;40.2582;56.5744;24.0031
224;51.7193;112.8038;74.6155;51.6101;34.3317;24.5768;42.58;52.9158;31.2331
224.5;46.7925;129.0397;95.9013;48.8615;36.9091;13.4641;49.4201;55.1327;35.1327
225;51.6204;131.7617;77.1507;42.6688;37.3831;14.4183;47.116;61.3098;26.6471
225.5;51.2078;126.7407;76.8138;45.0824;38.7733;14.9106;47.8399;70.986;24.9529
226;51.8969;132.292;77.8386;49.6597;45.3735;8.8667;53.3675;53.1087;28.6108
226.5;47.697;115.857;70.3162;37.2033;35.2451;18.3401;44.1134;62.4422;22.2784
227;42.1947;119.5492;79.9839;40.3422;47.9365;25.4397;47.9772;51.8619;26.5629
227.5;49.5792;127.5854;77.7058;33.4971;39.3646;12.7046;46.3543;52.75;22.6504
228;44.3414;124.5674;82.415;42.6919;60.0084;11.7536;51.3969;45.6743;23.8255
228.5;51.6454;116.9862;79.4019;31.6911;39.8308;19.581;41.3978;54.4101;26.2008
229;49.0927;133.0705;81.9134;39.9441;48.5749;14.943;52.3647;53.0718;25.8959
229.5;54.5137;125.783;81.4864;38.8174;49.3335;17.4257;25.9955;52.7258;28.8832
230;55.3854;115.4773;87.1942;55.9617;43.4573;17.0544;44.3627;63.1282;19.638
230.5;45.9133;117.9431;83.4531;42.8825;58.951;25.4378;46.4143;48.7892;30.4546
231;58.9577;116.2554;68.5102;26.6945;48.5008;20.3772;47.9425;48.0468;21.0746
231.5;57.3978;119.4151;79.6004;37.8946;44.3697;18.8801;42.7178;68.8322;25.9724
232;44.037;125.3705;79.3793;32.43;41.0243;10.5687;48.4733;52.1249;27.8719
232.5;56.0424;125.8093;66.723;39.5455;47.17;21.0215;40.78;56.4911;24.3606
233;56.4919;128.5251;90.3426;32.8476;47.2092;22.2608;53.793;56.2234;23.4153
233.5;47.5761;114.417;87.0137;42.5118;44.4633;16.6204;43.3831;63.4718;27.982
234;39.4792;118.1158;82.9566;34.0144;45.3914;10.7186;56.4253;30.2383;30.592
234.5;48.5254;113.9327;72.0864;50.4309;50.3749;18.855;45.3031;41.4782;33.6257
235;50.7988;123.0581;75.339;36.0948;48.7834;20.5147;54.4818;50.9139;17.1971
235.5;51.151;124.2311;79.1703;41.5275;57.9783;23.9746;53.4178;43.9327;27.4266
236;43.9386;131.4854;79.4784;35.5739;42.9006;18.6265;68.3098;52.8415;19.4809
236.5;45.413;125.8765;86.8717;41.0427;45.3843;24.545;47.1795;49.9745;34.9703
237;50.5562;99.8681;82.2366;35.26;39.7817;24.5465;39.1005;56.9159;13.1007
237.5;48.4893;112.4842;79.049;35.8517;46.1611;27.2124;57.1762;67.3368;23.3476
238;52.1739;122.3287;83.113;39.2743;33.8349;23.2086;49.5361;53.3186;24.5906
238.5;47.7374;115.0873;92.0878;42.4909;40.7151;21.9537;54.9379;45.5331;15.1605
239;45.7759;127.5754;73.4981;52.7662;52.5706;20.6877;46.3122;51.0434;26.0715
239.5;48.3322;110.2217;78.625;56.7361;56.1049;17.5794;63.2612;53.2523;18.6335
240;39.5217;95.0273;76.3671;51.1211;49.0212;16.6676;62.2077;62.4564;24.334
240.5;53.6163;103.1928;73.8403;32.9833;43.6437;16.4807;57.9043;50.7941;29.351
241;46.9294;104.5167;74.5275;51.8692;42.9144;22.5021;58.3309;49.1984;27.9358
241.5;55.3598;103.1742;73.5548;49.6671;36.9266;28.2383;62.0177;50.1367;29.3108
242;45.2482;102.1522;82.1086;46.2061;48.8094;21.4829;58.9277;44.8473;23.6103
242.5;52.7961;99.9167;81.0253;49.9558;52.1323;24.8407;66.4339;56.3588;24.251
243;40.5085;102.0506;80.4481;56.3179;44.2486;18.5342;68.6992;50.6752;31.1607
243.5;45.0009;107.7674;71.0099;47.0105;29.9379;19.2009;46.046;35.8587;31.8401
244;45.2123;119.2622;91.1259;61.7446;49.5198;22.7016;51.3945;65.3738;26.3487
244.5;50.7709;101.0843;82.5959;37.5569;44.3227;22.7946;52.9563;51.4072;29.2521
245;53.2554;96.2521;79.1972;53.8153;52.0522;16.4572;66.5858;49.5026;30.5291
245.5;51.6899;102.1937;71.4095;59.9838;37.3427;25.3818;50.1545;40.3018;23.2946
246;36.8008;101.1988;85.3236;58.1759;41.2303;31.6493;55.4089;54.2035;31.1665
246.5;45.2946;97.4067;84.9412;49.7793;48.0835;16.2165;56.258;46.5012;28.7157
247;44.8106;106.8262;80.8955;52.7475;45.9245;18.4242;76.8824;41.946;29.2999
247.5;40.8899;103.1885;88.4331;44.7387;44.1499;21.8697;55.4237;59.5968;26.4499
248;46.0543;99.3958;86.0512;46.546;47.1906;15.4979;59.953;51.5633;21.3465
248.5;53.9197;104.0508;93.5093;48.3191;35.7473;16.6131;55.765;49.8271;21.9132
249;49.4131;131.7289;88.8618;53.3764;43.5528;25.7696;66.1451;52.734;17.6934
249.5;47.2302;100.9634;100.9362;47.2225;41.8262;10.9816;61.2079;53.7494;21.7816
250;48.9326;110.3578;76.065;51.0713;48.4555;23.6812;70.2513;45.6848;29.0448
250.5;51.4108;123.4911;74.0925;51.516;35.4533;19.0867;55.6245;51.6291;24.5729
251;38.2383;115.5098;101.7693;49.917;45.9564;12.2347;56.9267;48.5872;23.1577
251.5;39.921;97.8946;72.0299;62.5559;50.4639;13.1903;62.4795;60.8598;24.9005
252;51.3274;101.7822;81.3796;51.3097;37.4597;11.6182;61.9607;41.7428;27.5097
252.5;46.0054;91.5452;95.9243;58.5912;48.0141;14.4434;54.604;42.0596;29.2152
253;47.3178;120.7864;91.1807;46.2048;42.387;13.8012;73.3187;36.0303;25.9818
253.5;45.6734;113.8548;80.125;45.5676;52.7182;20.0094;70.3033;42.1667;31.1472
254;40.8047;104.8258;86.9356;54.2863;41.3803;11.93;68.802;45.0864;29.2425
254.5;45.7456;103.7493;89.4738;44.5205;43.5849;11.582;54.7197;39.8791;22.7642
255;43.9464;106.8195;83.6776;48.0241;42.3364;24.2873;59.4188;42.2936;28.89
255.5;47.3007;116.6381;76.6214;56.1882;56.667;19.0655;60.2502;60.1771;26.2661
256;42.1074;104.4096;84.6462;56.1049;38.1296;20.5902;60.8291;58.4478;36.1737
256.5;44.9305;101.8176;84.2302;65.566;36.236;17.2564;68.8719;48.787;22.4063
257;45.1804;111.3522;84.2902;49.9591;43.4064;21.7423;60.1381;39.2273;24.9044
257.5;46.413;113.6934;94.8689;46.2548;59.7576;24.844;68.0336;56.508;28.505
258;49.5688;113.2262;79.6057;61.493;76.5864;20.1181;64.6506;62.318;26.6704
258.5;49.1601;114.0125;83.651;52.252;56.7415;17.1347;74.3517;41.2127;20.0058
259;57.9519;110.9833;80.6263;45.3411;66.4133;10.1129;78.4131;47.1428;25.218
259.5;50.3144;106.9323;89.6672;47.5324;54.9067;16.0138;68.0611;48.8237;25.991
260;48.57;97.0508;67.6675;46.9976;53.6851;17.1601;64.6355;49.6753;30.6449
260.5;45.4267;112.3357;90.3656;48.2324;72.8143;19.0777;71.9268;46.3527;24.511
261;47.9276;117.9402;99.3427;53.2348;55.5217;25.027;55.1276;52.5562;21.6926
261.5;52.3748;116.4123;91.226;45.609;64.6165;19.0936;58.2266;52.9806;33.6683
262;46.6047;117.5067;80.1868;53.878;66.1088;18.9815;65.425;40.8024;26.9527
262.5;53.4963;104.9871;79.1759;55.6598;67.293;25.5877;61.3406;52.2451;31.6136
263;46.3501;108.1012;91.1433;56.265;57.4778;20.7207;78.5031;54.1748;27.1999
263.5;41.0297;116.5075;95.3043;55.4507;56.9844;21.3837;72.4172;53.9672;28.7845
264;47.6947;104.8207;86.2562;54.7562;61.5022;12.608;73.8095;57.6195;26.6107
264.5;50.2456;104.4344;92.62;47.3078;77.4324;10.9105;77.2316;46.5321;34.8261
265;52.8972;105.7863;94.5568;52.1369;53.9759;17.141;77.4978;52.4542;21.9697
265.5;51.5961;109.0468;85.6246;43.2113;55.5607;23.8313;79.8441;54.711;28.6524
266;46.2394;120.7682;86.3901;51.0956;66.8077;14.4218;71.6785;54.4601;30.6992
266.5;49.9899;130.9538;91.5113;58.8829;63.9004;9.1534;77.4507;52.1548;36.3525
267;47.7472;102.2024;77.5589;49.6697;67.046;20.4849;72.9315;48.177;27.3836
267.5;44.6101;109.2592;94.4826;47.5455;63.8042;17.8115;71.2268;50.9933;18.0948
268;57.1741;111.2201;72.3459;37.7244;62.9051;22.6359;75.293;48.8376;27.3201
268.5;47.8233;125.6163;96.3764;42.8544;55.8908;16.8408;57.4201;65.6562;32.9925
269;51.35;123.0184;93.033;58.5271;56.4143;11.6215;71.8861;49.3612;26.8092
269.5;38.5956;115.9148;89.3563;48.8616;80.2778;14.8148;80.8319;43.9576;24.5202
270;44.2682;112.851;73.2783;55.3311;66.4792;18.0166;54.6883;56.9986;35.6689
270.5;52.4596;111.1733;97.7688;52.3658;68.8148;18.3355;48.3708;56.26;28.2963
271;55.9502;120.6959;79.3291;51.7311;60.4213;11.964;58.1783;64.2776;32.3893
271.5;39.019;103.9219;92.4645;50.5692;66.5402;9.2819;72.2902;56.2521;30.1141
272;42.6146;109.3453;100.287;55.052;72.2817;7.4931;67.5275;46.0135;30.3878
272.5;46.2161;117.7256;92.977;50.5703;61.263;10.6231;68.6531;62.7419;28.5972
273;50.6381;107.1922;87.5799;47.1675;66.6569;14.7992;69.7615;43.5758;17.9004
273.5;43.3042;110.765;79.9051;55.5354;77.7016;14.7925;66.6066;51.0516;28.3894
274;41.7289;104.549;83.296;43.5087;64.8501;10.0349;60.9574;42.2214;28.4403
274.5;50.6974;105.7667;75.1461;41.2973;64.0075;12.2129;56.1133;45.5516;26.1204
275;49.2452;121.0597;92.5357;45.8069;72.6044;23.1435;41.635;40.6937;23.7449
275.5;43.7537;110.8835;87.5929;37.2663;67.3134;16.4614;61.1257;59.0965;24.4866
276;46.71;116.5674;95.0087;47.8994;70.2023;17.131;52.5841;45.5252;16.6769
276.5;48.708;123.2008;98.0445;62.1987;72.2157;25.0315;63.6751;61.36;28.2416
277;49.3922;128.7451;100.0083;54.132;69.2162;18.0735;51.5352;61.2259;22.8134
277.5;53.3917;115.5925;101.2719;42.0752;61.4942;17.7089;40.409;55.4393;23.9586
278;53.7061;117.8916;104.9855;42.23;58.2947;12.5391;65.9806;58.3344;23.3718
278.5;54.6749;115.0283;108.6561;66.7557;66.2571;12.8675;63.3842;57.9629;27.617
279;47.1895;120.9571;119.129;44.0453;58.8507;15.8076;66.5106;57.8115;22.3664
279.5;57.809;125.7184;110.7625;47.1588;61.694;23.0908;66.6633;55.638;19.3747
280;49.0504;103.6954;78.897;47.7708;62.7626;30.0018;60.2795;47.1219;26.7014
280.5;39.847;113.9916;106.1282;49.6454;69.4125;18.0822;76.2174;55.1572;25.896
281;48.5899;119.701;72.4589;55.9538;55.0065;18.4669;74.4337;55.1302;18.4608
281.5;47.7686;126.4746;70.3102;48.7545;65.9336;18.0147;66.1182;45.7763;23.9913
282;50.3711;108.7999;83.8127;50.4661;57.5078;19.0611;70.1507;47.3652;28.6375
282.5;45.4226;115.1906;88.4824;42.1635;57.6708;16.4878;56.4169;47.6112;22.2624
283;41.8471;116.5402;84.6043;47.9773;63.2223;19.482;71.0733;39.0026;13.1541
283.5;42.985;118.7358;100.2863;46.7447;65.0763;13.8755;60.8418;47.6063;27.0836
284;40.8886;109.5799;102.9349;44.3802;61.4523;16.3846;53.6534;44.6125;19.7549
284.5;44.4157;90.3186;93.1711;46.6374;62.3031;15.9422;74.3202;35.8509;24.0697
285;49.1642;109.7363;106.4859;45.0707;59.8516;8.7763;60.7848;43.3427;24.5858
285.5;64.7968;115.2551;104.9316;51.0475;63.1779;16.7732;65.9206;56.5394;32.6812
286;49.461;117.4129;93.9764;52.4991;66.9356;12.6286;69.2778;61.1298;18.0359
286.5;54.3115;115.595;105.614;55.5578;60.9602;15.8815;67.4597;57.1526;23.7243
287;46.0689;113.1129;85.487;53.9537;79.2284;17.2783;72.5941;51.9051;31.4
287.5;59.006;114.354;87.1131;45.8297;64.6195;16.2988;62.7636;63.3515;23.3949
288;45.1083;109.6446;91.7091;49.8573;55.9508;23.4536;68.0894;51.0243;20.5749
288.5;41.9024;113.2921;83.6799;46.2334;60.9304;13.526;65.5694;42.7964;28.7401
289;41.3731;117.2796;81.2387;31.8056;57.5237;25.2745;68.7229;46.0748;26.2104
289.5;60.6723;109.997;75.2946;33.2839;65.072;30.2457;65.8276;50.7209;29.627
290;52.0048;120.7729;96.8941;57.7119;62.4685;18.5135;59.5385;37.7843;25.1954
