Time (ns);[3Fe-4S]+ exp1;[3Fe-4S]+ exp2;[3Fe-4S]+ exp3;[4Fe-4S]2+ exp1;[4Fe-4S]2+ exp2;[4Fe-4S]2+ exp3;[4Fe-4S]2+ exp4;[4Fe-4S]2+ exp5;[4Fe-4S]2+ exp6
437.5;65.7581;110.5632;102.6832;66.4479;73.0387;37.3948;42.201;54.5879;31.9119
438;74.9586;110.5774;110.2911;54.9088;83.3622;31.5509;46.9817;55.4402;28.7239
438.5;61.2867;117.199;118.1485;62.4611;78.0283;31.4731;42.8223;58.4416;34.1791
439;59.8111;123.9461;92.8193;62.2772;70.2349;41.5525;55.2972;66.7311;26.6668
439.5;65.5147;119.1818;109.5706;60.315;72.2712;37.4926;50.1335;51.8885;23.7215
440;61.7938;109.505;109.5864;71.8335;86.237;31.4122;45.5407;58.8541;24.9277
440.5;66.6912;108.8398;111.9618;49.2932;81.9088;33.4291;45.9216;61.3028;29.4048
441;52.0822;109.238;97.769;61.2525;69.82;37.2841;42.5394;59.227;29.2834
441.5;53.0557;128.676;111.2039;45.6323;75.4285;35.1099;41.5259;66.0379;29.668
442;44.8512;113.1664;98.2752;60.3747;70.9339;36.3102;50.663;57.2616;29.4903
442.5;53.4376;105.636;108.4427;67.5373;83.1524;29.2316;39.0847;70.1192;29.4617
443;59.7517;116.9267;96.029;65.2491;74.2412;32.8379;48.4324;68.889;33.3228
443.5;45.2436;106.8225;96.0987;56.7203;71.8493;27.577;61.123;58.4289;15.7669
444;59.8382;111.8559;93.3452;47.2982;67.0411;36.6503;48.7061;64.7311;33.5903
444.5;47.4132;115.5631;101.7206;56.048;68.8771;28.0909;30.4372;57.6075;31.9898
445;56.1394;113.5218;110.349;54.1027;67.2461;32.3465;41.4421;41.7873;32.9231
445.5;46.3161;113.8908;101.7701;58.8633;64.5246;40.6974;26.0758;77.8128;25.4777
446;58.9051;122.0099;92.914;62.5795;73.7353;33.4859;39.2984;61.3811;27.4982
446.5;51.695;102.4899;90.6564;55.8743;66.9606;36.3148;46.8801;53.566;23.0389
447;47.6214;104.6634;86.2137;55.3911;71.7102;36.9941;37.2263;57.7651;31.6413
447.5;50.4245;117.7547;83.9287;61.9839;64.2995;35.2552;52.9268;62.5684;25.8552
448;60.7786;120.868;91.5491;62.4802;55.7406;31.9249;35.4002;61.1141;30.6454
448.5;44.2498;126.5507;90.9626;60.4447;73.4295;42.5344;36.2853;64.1345;24.4432
449;42.039;122.8519;101.8742;59.8865;60.3609;34.6655;50.8523;59.5434;22.0469
449.5;56.0234;102.8611;80.588;47.2928;77.5392;39.5975;44.4367;62.4725;19.6789
450;37.4852;113.6873;90.6452;52.6431;78.4639;40.6442;50.0601;61.8314;28.2579
450.5;46.2305;110.9159;92.6978;57.165;62.2744;34.6649;44.6323;70.991;23.6104
451;42.0812;125.9076;98.6446;62.4575;65.438;44.8037;36.1457;48.9616;32.6653
451.5;50.1451;120.0505;99.7397;52.7874;69.2305;11.2261;34.8804;64.2805;23.6671
452;50.1429;125.0792;107.9899;53.9125;73.2668;36.082;39.7449;69.0845;25.7647
452.5;47.783;107.8871;92.7184;65.464;60.4379;24.5288;37.6653;53.5532;24.9831
453;60.9926;124.9671;81.8085;66.9013;70.5977;23.0345;46.0902;55.6228;27.0667
453.5;57.9044;115.8511;83.4644;69.1286;65.0532;21.4192;29.4607;71.0951;32.3134
454;52.8429;118.4148;85.966;64.0947;75.2977;28.709;54.4945;48.6934;33.4872
454.5;55.9871;101.8926;86.4077;53.8973;87.1474;34.1645;48.8578;45.9362;30.4736
455;56.6472;112.5465;77.2598;54.1106;64.3048;35.867;40.9435;39.2886;29.121
455.5;56.8729;112.53;91.2506;55.5321;56.6194;42.5174;38.6471;55.8874;29.5761
456;60.702;105.4141;85.3165;48.9219;74.3426;34.9604;58.6808;44.6419;24.9872
456.5;59.2319;109.4016;64.5326;44.6333;64.1441;43.9354;45.1857;60.7895;33.2436
457;56.6156;103.5464;94.1581;54.182;81.7967;34.521;52.6087;64.5216;25.1049
457.5;55.0154;123.1509;85.5026;61.3414;61.9872;38.0437;36.2796;63.4489;19.9573
458;53.3036;126.2952;74.7514;57.7668;53.8782;37.5332;46.2044;61.0474;28.9054
458.5;55.419;117.9733;87.7908;47.4443;67.1239;30.745;48.7582;60.3025;23.9017
459;47.4343;120.5134;76.1379;49.5593;70.9605;34.6244;57.8318;64.9698;37.6765
459.5;61.8332;124.8069;77.0367;57.5286;68.2967;44.4291;46.9588;71.2068;30.5415
460;67.1737;135.2266;83.9934;43.8687;74.4476;46.3613;37.6761;67.7267;32.0859
460.5;51.8518;122.125;70.5917;50.8317;68.973;47.3699;57;66.3349;29.3628
461;72.0125;106.3451;85.1507;44.479;70.5022;43.8101;51.0043;65.6984;27.9609
461.5;60.4577;116.6191;90.7229;55.5923;62.4353;41.5691;47.6379;54.8539;31.474
462;70.5653;106.0444;87.843;58.825;80.9977;49.6286;34.5526;62.3726;30.5565
462.5;79.6001;124.5788;82.4195;61.8405;61.7638;46.6887;51.6221;64.2125;38.8042
463;70.5082;120.5088;78.9206;65.2699;70.5949;35.29;44.1413;57.0049;25.2878
463.5;69.2583;103.6033;84.9925;62.9005;70.119;36.2042;44.8162;53.713;33.6262
464;66.5696;103.405;84.7842;66.4298;66.5753;37.9478;49.0539;48.7274;29.6235
464.5;51.229;116.5386;91.695;71.0441;71.8584;41.6482;47.051;49.9774;23.4673
465;65.7115;105.4029;85.8772;61.2497;79.8256;45.8329;33.5565;52.3862;24.7899
465.5;64.6428;116.0244;90.3581;61.1509;79.0692;44.5842;46.3698;55.6055;32.9817
466;61.267;125.7954;78.0358;61.4485;74.1479;38.4144;27.4008;59.2469;24.8577
466.5;58.1893;117.763;99.8726;71.2341;64.5959;50.0859;38.1927;56.5085;28.5583
467;64.5672;116.8791;81.8864;69.9765;80.17;46.4253;37.2043;62.9197;22.6695
467.5;70.6876;131.2996;87.9646;60.8038;77.8367;49.8879;43.2137;63.5182;34.5122
468;69.247;110.2316;91.345;68.6752;71.909;28.8393;38.7518;48.3884;29.9057
468.5;60.1881;111.3279;74.5196;64.802;71.8888;44.5221;38.6933;56.9221;25.9897
469;59.387;103.2475;78.2452;59.6231;63.5452;41.9868;30.6928;54.5281;33.0801
469.5;75.5121;110.2499;72.5643;58.3582;76.8067;32.119;39.7213;62.4892;31.4065
470;67.7396;100.2112;89.1228;46.6881;66.4277;36.7026;30.5554;60.0462;27.4633
470.5;58.892;106.9298;76.9919;59.2918;66.1106;30.6199;31.7698;54.6674;33.8821
471;65.3639;117.9533;98.6427;55.4072;67.6303;28.1534;36.432;59.2837;30.6053
471.5;63.2084;112.1149;76.5775;44.7333;74.5619;32.0391;30.7462;65.2231;30.5772
472;59.9754;115.3201;90.2461;68.9727;64.6409;31.7216;38.8093;58.6182;30.528
472.5;65.3171;112.8116;96.229;57.9877;69.1053;41.9304;42.5809;60.4517;27.1501
473;64.2998;108.072;74.4557;63.6129;64.4166;27.3331;48.9785;62.6968;29.9349
473.5;62.5608;136.3688;76.7422;55.2798;73.4001;24.7925;34.8096;64.8063;22.1899
474;73.3126;106.0611;71.1178;49.6462;64.1819;42.751;46.0466;76.3311;26.2536
474.5;54.042;110.3214;78.2392;46.9637;72.9362;36.4773;39.4707;66.2431;26.8007
475;56.3206;118.2755;81.8675;53.8294;72.4274;35.5639;55.2227;65.9222;23.5123
475.5;62.9352;106.8203;70.7306;44.6819;72.4137;38.1193;53.5921;65.156;32.349
476;65.167;115.7598;70.7658;49.144;68.7881;25.1606;46.5308;51.4622;31.9565
476.5;69.3546;120.7894;87.9236;48.3832;74.6;43.7019;47.7639;55.3044;23.717
477;53.065;115.2844;62.785;55.0939;63.3604;46.3071;48.7584;55.7657;39.728
477.5;70.2822;111.6839;65.0048;54.8409;74.2632;37.6653;51.4821;53.2342;26.4141
478;67.9318;116.4476;74.4217;55.4995;71.3037;37.6864;37.4662;67.8641;19.1688
478.5;75.7123;115.3536;84.2376;56.6849;74.8024;29.4421;32.3594;54.2191;27.7738
479;58.469;113.3271;77.245;55.835;84.6632;38.6332;32.3781;53.3714;26.4911
479.5;58.6594;112.4552;80.1522;50.3504;72.7385;36.7504;47.6401;51.0852;30.2357
480;66.91;119.3023;89.5738;54.0094;76.5674;38.4601;24.2999;63.2114;29.5449
480.5;60.299;114.2395;79.9224;54.5031;90.6781;33.1211;34.4332;55.5935;30.7693
481;58.906;113.6356;77.2844;48.4354;81.6857;26.1412;32.3747;52.5756;22.785
481.5;78.1737;125.8359;83.7699;54.6009;86.6041;42.911;27.4853;66.6906;30.0307
482;61.9112;121.4932;87.494;54.187;75.1932;52.0923;35.9513;57.361;23.8278
482.5;74.824;111.6196;77.9131;60.4769;82.9363;41.8029;34.0112;52.4322;20.9724
483;70.9652;121.6487;78.2534;54.5243;74.242;36.1039;33.0954;62.1251;33.069
483.5;72.482;113.6137;82.0598;56.6423;71.3907;43.9934;40.2642;51.1073;20.1745
484;72.0023;105.9401;90.2439;68.774;78.5982;31.3566;37.9993;52.5593;20.1912
484.5;53.4474;112.2052;88.3222;55.1488;74.6911;41.7248;39.8466;59.0723;25.0721
485;57.855;118.7177;82.6084;54.6266;70.5446;38.6039;51.5765;52.7129;25.5533
485.5;56.4504;119.7724;85.35;58.9622;80.2351;43.3469;29.5022;63.5331;25.501
486;66.2224;120.5402;79.5022;56.157;84.1171;35.1317;28.5372;51.2768;33.4994
486.5;60.846;111.8227;83.4672;54.2762;59.9419;41.312;32.1176;51.0972;21.6474
487;60.9261;115.0008;91.204;55.8307;74.3171;42.7851;31.7732;48.7842;26.294
487.5;57.7489;124.4593;76.3346;52.4394;71.3048;46.9736;28.9216;63.2269;29.2145
488;56.7379;120.7663;73.1872;85.4982;67.4423;35.4335;33.4714;54.4484;26.8799
488.5;53.798;120.8222;88.099;67.9859;73.2209;27.9699;30.7713;50.2268;29.2588
489;49.6735;118.7961;79.944;60.2851;67.7155;46.3608;29.1585;45.9474;29.8564
489.5;47.8604;115.8634;93.5923;58.1842;72.3716;42.5446;28.8442;48.3834;14.4927
490;44.1792;114.0951;69.713;57.8742;74.1041;26.2465;40.586;59.6365;26.0068
490.5;56.7986;121.1685;89.2757;64.4985;75.1302;41.2148;33.5145;44.7894;23.2001
491;55.6637;103.7714;81.3779;69.1313;71.8;37.3616;29.959;56.7056;23.5294
491.5;63.451;117.4829;80.5138;41.7176;68.012;52.7903;27.0984;46.6686;27.201
492;59.4301;115.7583;88.2665;58.1575;76.7997;34.9339;14.719;54.1397;18.4671
492.5;61.1214;118.5185;85.5137;58.0045;69.3785;22.9665;15.363;44.7746;20.0533
493;56.9943;120.158;77.2369;66.102;77.2818;40.9791;20.6462;50.9135;36.5974
493.5;56.1494;122.7082;89.6675;68.7875;72.2818;40.1196;16.5086;57.4875;20.8095
494;59.1274;122.0458;80.915;59.426;74.5795;47.4778;20.0099;66.1221;20.5319
494.5;60.7112;119.0563;91.8975;59.5001;94.9652;35.8158;34.027;56.285;28.7339
495;54.951;122.9672;90.2741;57.2298;74.506;42.3856;32.9341;51.9368;33.2394
495.5;58.5774;121.1955;88.0584;58.635;70.2053;36.806;22.7574;43.1538;25.5377
496;63.8314;122.9649;97.3609;49.6686;79.6126;35.9877;29.9881;49.8536;20.43
496.5;58.4577;127.139;88.5567;62.8778;69.324;41.3224;21.3984;54.5913;23.701
497;61.6584;123.5257;89.2726;62.7936;66.7375;30.5848;24.2342;51.148;26.3058
497.5;57.4024;112.3684;82.9305;55.7922;82.7364;26.6963;17.6903;55.9598;22.0515
498;59.9498;111.0234;76.2872;49.5378;74.1964;28.7891;19.1396;54.357;28.1609
498.5;49.8616;113.6123;75.8681;56.7355;71.9749;35.5305;15.6442;53.0319;23.3828
499;50.35;122.5714;94.4211;67.7185;81.4917;43.9111;21.5192;62.5907;28.2524
499.5;53.5069;123.049;80.5771;52.5684;71.9257;46.9195;22.525;50.1614;28.9575
500;66.4178;114.4874;86.8362;54.0363;68.6159;34.3991;22.3616;50.7521;23.7776
500.5;64.8624;105.7218;83.2718;63.9953;75.6265;28.1827;30.5198;48.1229;25.5522
501;71.657;102.0501;82.8989;66.7028;70.5606;37.4384;32.4808;52.4957;23.2326
501.5;73.449;126.231;87.1545;63.0619;65.4973;38.8754;18.3066;46.7098;18.5801
502;55.2285;109.2878;78.3392;57.6208;64.0002;39.9508;24.7006;58.1186;26.1709
502.5;61.1228;115.006;91.8094;61.1454;51.9808;37.3759;20.4631;50.6005;22.1942
503;64.1229;125.9588;86.207;61.5465;57.1771;41.9464;20.5316;44.6925;30.4651
503.5;64.2784;112.4522;82.8089;52.7253;72.5733;38.9599;19.0967;49.4555;33.3849
504;67.0245;101.9608;84.2843;80.1156;67.4611;23.0424;26.0231;43.984;24.4234
504.5;50.9925;126.6208;68.1397;73.2868;69.2037;35.3306;42.0265;51.9178;18.3845
505;62.7929;114.9586;83.6695;66.09;75.5365;42.0994;45.5473;62.5938;28.3941
505.5;55.0204;105.8585;81.5599;57.6786;69.7196;35.7969;57.7596;51.5288;32.2899
506;61.8603;112.4859;90.5433;61.9193;34.5569;45.497;38.415;56.266;23.5866
506.5;64.4339;120.6031;100.1317;56.7946;61.2298;34.351;12.4069;54.1064;35.1673
507;57.5792;122.9966;77.7733;60.8291;66.416;39.6412;22.6425;56.7741;29.3097
507.5;55.5369;124.1973;85.7708;70.1339;61.8329;39.921;20.2107;61.7257;20.8307
508;68.0542;113.5112;85.1361;57.1968;64.1752;36.8799;14.0116;64.1643;27.0889
508.5;50.8011;115.0063;85.1099;66.8672;55.9313;37.8253;20.7076;50.7145;28.9679
509;59.5152;118.1948;76.5891;52.2475;60.17;39.0533;16.0209;45.4343;24.809
509.5;70.0811;125.2639;81.8122;55.2787;54.3346;35.4947;27.7691;47.4897;28.8849
510;61.5166;106.4278;87.2722;61.7084;59.9235;43.135;21.7025;54.1423;20.1711
510.5;59.5395;116.0765;79.9263;63.7379;56.6213;35.1145;24.8472;45.7973;23.6707
511;52.9835;100.5307;81.4221;61.6472;66.2961;22.5358;23.1307;59.7738;28.5911
511.5;70.1277;122.7274;87.2371;52.122;65.7523;27.9614;30.6047;39.5657;32.2621
512;54.9032;118.0778;66.1649;44.1491;61.591;34.0798;19.3124;48.2793;25.8572
512.5;56.1309;109.119;76.7713;61.7946;61.44;33.0774;27.4688;37.8441;26.2318
513;47.9251;119.4712;86.4602;64.4784;59.978;36.7866;25.0386;54.9395;24.9833
513.5;61.1139;106.2284;81.9004;58.1362;64.603;35.2387;30.1529;52.9363;16.4797
514;63.0784;114.801;85.2056;56.9917;61.4661;28.4171;24.7341;61.0838;29.5416
514.5;57.2171;121.561;98.0858;55.9125;51.0166;42.9406;22.7051;60.5424;25.8752
515;59.473;111.0238;96.5755;61.0579;62.5321;21.837;30.691;49.6074;19.5968
515.5;49.4377;113.6516;65.4287;57.1618;66.2375;30.0832;27.02;51.6775;18.1311
516;56.7147;114.6045;77.1949;52.9247;58.835;42.9256;31.9394;51.5047;34.6525
516.5;62.4412;119.6509;80.9445;56.6368;69.7457;26.9477;36.3244;44.8377;31.5799
517;53.4885;108.3154;72.0534;49.5251;56.05;44.2644;28.4477;47.2518;33.7658
517.5;63.4206;99.3577;73.3284;61.8328;62.1016;41.724;35.9417;53.8765;19.119
518;50.5578;104.226;77.3267;48.785;48.5694;39.0317;44.2861;61.9999;27.2782
518.5;51.1842;103.3699;88.4449;51.6429;82.1542;38.6192;23.4604;51.5737;32.7661
519;61.345;106.6492;91.4058;55.1769;64.8554;34.9469;18.9967;53.7499;22.1025
519.5;59.385;93.9982;70.2956;48.9943;54.3319;30.0233;20.247;56.7689;27.9239
520;59.7644;108.7664;71.2515;48.4314;43.4112;35.3155;18.4134;61.6413;32.6272
520.5;54.8138;111.3983;90.9464;50.3819;47.3016;30.4209;25.9503;64.1275;26.8261
521;48.6208;127.9856;80.1064;36.8881;34.9605;37.4883;15.233;64.1674;33.6094
521.5;56.2334;119.2024;88.7786;37.8378;48.2168;48.9671;25.7062;55.4561;34.7826
522;64.9551;113.9467;75.513;48.6456;50.948;45.8945;29.0859;51.2431;28.4281
522.5;54.4044;111.4723;73.9103;55.2165;62.5324;45.6782;28.116;45.0752;19.3224
523;65.4877;120.221;74.9016;53.94;60.5416;35.5468;23.6499;52.4374;29.2256
523.5;66.2104;116.7357;81.3998;47.4593;79.858;28.6581;28.4867;45.1409;26.3772
524;66.6675;96.3303;90.7677;42.7348;68.8292;40.2598;25.4888;58.4591;28.0334
524.5;65.4492;110.0808;68.6766;52.7468;75.1188;39.2903;23.9661;66.5967;32.122
525;58.534;102.2013;71.7192;39.7505;62.7645;32.2732;24.883;44.4638;29.8118
525.5;55.3329;123.7262;81.4358;53.865;74.0678;23.2561;24.9395;47.9311;27.1753
526;52.5697;103.9348;84.4935;43.3329;69.9932;39.1868;26.2161;39.5965;28.7277
526.5;59.5094;120.6646;80.1521;43.7903;76.1608;43.6726;34.8717;48.3206;24.4788
527;59.7829;121.3339;81.0559;51.1126;65.7184;37.9026;34.6177;48.492;25.4561
527.5;56.8924;114.8109;85.3411;53.4352;62.7637;41.77;33.406;47.9155;22.0735
528;64.4853;103.1517;69.5819;51.2775;71.9642;45.584;27.2577;38.1682;36.3463
528.5;49.1214;119.8993;78.7536;47.5958;74.0068;31.3579;31.9988;41.9446;29.1455
529;59.072;118.5942;76.6215;39.3797;73.5175;38.1189;41.7451;61.311;31.6162
529.5;69.5927;114.6632;89.0784;32.7954;72.9129;34.0464;32.3752;49.1639;31.1778
530;58.6097;119.6965;67.5844;46.8029;51.429;19.9316;36.2478;57.1812;36.1355
530.5;63.25;128.5888;84.5715;48.8863;61.4174;23.4489;28.6182;42.8101;23.9655
531;65.5074;116.6165;84.5307;44.3556;70.1818;37.3217;38.9304;44.91;29.59
531.5;63.2077;117.9321;82.5253;45.891;73.0857;21.3305;23.2435;47.2603;35.1081
532;59.8179;113.3037;82.7747;48.1154;63.1417;32.4893;18.2608;50.4049;23.1339
532.5;68.1452;93.8887;79.9523;45.3268;63.967;30.7004;24.2385;46.5179;29.9158
533;67.1884;104.2701;79.3613;58.9963;53.8596;32.1511;22.6768;46.9261;21.4017
533.5;64.2221;108.3217;85.5073;49.1285;54.4685;29.3831;26.2555;56.4766;24.8446
534;73.5735;104.6495;97.9754;47.4865;56.1489;30.0072;28.2642;38.6893;24.3176
534.5;52.5605;103.6474;100.2345;48.6508;50.5157;27.0822;24.19;46.454;28.87
535;50.3456;115.7939;82.9483;44.4294;60.2966;38.9777;24.3886;60.4249;21.7331
535.5;45.6808;112.6857;84.1832;42.6668;47.2186;31.3967;25.0399;50.6145;28.8494
536;59.45;99.6836;83.7588;47.7549;50.0096;25.0602;25.3627;47.1599;22.7063
536.5;46.8467;110.3999;82.7672;49.3524;55.1314;38.3837;42.0553;44.512;28.9797
537;53.2372;111.4098;79.9799;43.2438;66.8796;33.7669;16.246;42.1823;19.4543
537.5;57.6689;113.1629;78.0991;52.8513;63.5377;36.543;29.2039;48.8271;21.0417
538;58.0158;116.163;86.7468;49.5214;77.132;41.6369;34.6679;53.0635;33.8228
538.5;64.231;117.9798;97.2417;39.6174;69.0121;31.1924;31.6426;47.1928;38.609
539;54.3446;103.5627;101.6288;53.7777;69.8247;42.9052;23.1502;67.702;23.9353
539.5;53.7482;109.5926;85.5262;50.4621;62.49;22.1363;27.6952;42.93;24.8009
540;49.4162;121.6529;85.4697;50.5311;53.5151;34.2503;40.4956;43.1746;31.4969
540.5;56.4452;120.2197;85.9757;45.4538;55.8449;32.3709;27.5242;45.6154;25.3832
541;54.5471;121.6314;78.1655;59.1122;58.0585;35.7917;25.7781;49.646;12.954
541.5;55.7834;118.1389;92.2951;45.7794;62.7861;45.04;32.1415;46.074;27.535
542;50.4337;116.9694;85.4595;43.8627;71.8884;31.2236;32.5174;46.8672;18.2419
542.5;49.4756;115.9193;70.8889;51.0212;71.8247;34.2282;29.9132;47.7188;18.5162
543;53.3347;110.4488;75.6018;41.6973;71.5352;37.7598;16.9339;48.4834;22.0682
543.5;50.9407;115.1029;83.1038;50.2893;67.358;38.0239;34.6561;42.4236;23.1805
544;64.3912;99.2125;77.5254;54.2397;60.514;50.0199;27.2305;49.1474;25.9713
544.5;51.3466;116.4479;79.8477;48.7914;79.2101;36.5904;24.1303;51.9683;26.3
545;55.52;103.3718;81.6689;54.9513;64.6402;30.0945;35.0602;51.3507;33.7793
545.5;55.1762;116.9693;76.0738;46.6754;70.8985;25.636;32.3036;50.0411;33.0925
546;51.713;111.6827;80.2475;52.8574;69.2579;26.4088;23.3097;46.3167;26.7325
546.5;53.7119;118.0857;76.8581;47.7208;59.659;34.6009;27.73;49.8809;20.3587
547;61.657;114.4613;94.6966;60.5346;62.237;37.57;24.5564;52.0282;27.2689
547.5;58.8817;117.807;90.2615;52.2694;65.2552;45.2811;29.0796;43.4811;31.8822
548;56.6742;108.555;79.5525;51.8467;62.8902;40.6257;27.5052;45.9261;24.3577
548.5;67.4272;107.5776;81.2934;52.7461;78.6095;39.2924;30.927;51.4216;21.3127
549;60.4277;110.2367;85.5226;48.0701;63.9804;42.6247;22.6243;64.5135;26.4793
549.5;72.6744;96.5428;89.7053;40.2894;62.8484;40.9622;28.9307;57.4369;29.2095
550;58.508;105.2556;90.659;50.0544;56.6298;29.5121;17.2208;52.4718;22.0835
550.5;61.9121;107.7362;72.7675;65.0765;59.2641;36.8014;25.5149;57.0522;26.0019
551;63.308;109.4093;92.2688;53.1568;55.1415;38.0717;28.8567;51.8255;27.1022
551.5;65.8386;108.7284;96.5742;64.0149;69.1152;38.4204;19.0715;55.8016;22.9975
552;49.379;100.6662;88.8954;41.7694;54.8913;30.9757;18.8801;56.7199;35.4409
552.5;59.6979;121.1334;86.9204;43.3077;58.941;33.2821;16.1796;59.7701;24.7072
553;58.7788;98.3466;104.4633;43.9828;64.9173;46.3425;21.3279;47.359;30.9992
553.5;57.2355;111.5856;87.7521;46.1846;66.1241;40.1904;24.7974;44.537;23.8182
554;54.8227;111.882;86.2799;50.1793;68.5353;38.6518;29.0843;61.3049;22.0268
554.5;68.7264;109.4024;82.142;42.1618;59.1471;34.0084;20.5868;43.7469;27.916
555;56.7766;111.4807;86.4828;55.2879;59.3845;32.0318;31.2986;51.4618;33.1758
555.5;71.0986;114.5559;91.1672;44.4201;64.5272;24.4915;28.4029;50.4298;19.1176
556;68.533;115.357;93.1311;51.316;70.8928;30.2152;27.4121;52.7972;26.0634
556.5;56.6224;103.2545;84.2625;58.7087;57.095;22.5858;29.1226;58.7783;25.2143
557;63.0625;109.5355;92.5745;53.4217;58.9446;35.9724;15.1939;59.5352;28.8626
557.5;65.2717;109.0312;91.9801;55.9158;55.6428;40.261;32.9682;54.186;29.0655
558;63.5272;116.2887;100.6365;44.0841;67.4002;33.217;25.2007;44.8944;16.8035
558.5;57.0686;120.0574;87.6124;53.3538;68.6741;47.0399;41.6264;47.8436;22.4691
559;58.0084;118.6012;86.2217;51.1586;58.3095;31.6234;39.8376;48.5175;36.2813
559.5;55.2207;124.9171;92.4912;64.6815;65.0594;22.022;37.0464;55.8217;34.2103
560;48.664;123.105;94.3246;49.6425;65.783;35.9057;31.7426;47.7302;24.9429
560.5;61.2957;108.6323;85.7945;47.0187;60.5042;30.4298;16.4025;63.9365;35.0921
561;46.3392;109.1088;94.2418;61.361;66.5555;42.6663;45.1978;51.4109;29.2563
561.5;48.2573;128.4492;73.5789;59.3586;58.7403;40.3393;25.7168;52.197;25.0704
562;60.7575;109.9917;81.8235;50.6352;63.2299;36.8462;25.001;56.1931;45.466
562.5;53.6166;113.3501;84.4274;49.7986;65.7442;33.3482;22.5707;45.4896;42.8205
563;53.5615;124.0769;79.8442;55.6433;64.5404;39.1003;27.1805;45.5864;24.0836
563.5;57.0885;115.2279;90.3695;51.8581;63.8262;37.794;30.1031;62.6653;45.775
564;57.597;125.5428;83.0449;61.5374;57.8132;31.2207;34.4976;42.7054;25.4288
564.5;59.1812;102.258;83.2305;44.5054;58.448;34.2276;26.187;46.1167;30.1932
565;65.5244;112.6405;85.2531;50.2015;57.3325;25.2879;27.3952;56.7007;24.811
565.5;64.7836;115.8788;79.7952;51.0961;58.4683;25.9866;25.9678;50.8863;25.7589
566;64.3601;118.1004;80.0999;45.8753;64.2408;22.9923;36.3256;49.193;40.4883
566.5;64.5945;105.0837;84.8065;49.1949;56.9476;35.5563;29.8998;49.1853;25.9992
567;69.4959;93.4632;83.0486;59.5455;48.2438;31.9822;40.6707;51.0821;31.1344
567.5;69.8199;119.2366;86.9904;59.9309;49.151;25.2838;20.574;57.4399;30.1405
568;60.5422;112.7545;80.9548;53.6964;47.7669;30.0195;25.7815;63.0188;33.707
568.5;66.0467;122.5441;79.3181;61.78;60.2757;35.6285;24.4824;56.1068;36.1986
569;54.1486;117.1838;89.4297;48.4952;45.6764;37.7292;27.6758;54.9846;43.1827
569.5;57.7829;123.4657;75.849;49.228;50.7503;34.6411;33.5808;45.5058;21.9061
570;66.5159;121.4503;89.9241;65.8023;45.4297;29.5887;28.1202;38.7153;37.4855
570.5;62.5207;107.2659;87.4877;53.7996;47.4342;37.0708;22.3462;45.9764;27.7599
571;68.2897;104.0508;91.6814;53.5707;46.5718;25.7511;33.9574;49.617;34.8934
571.5;70.7078;120.1577;85.8189;50.0698;61.2006;34.8563;36.7409;52.0326;30.7814
572;76.4054;119.339;93.1945;48.5494;44.6251;21.2948;33.774;43.7817;23.5142
572.5;74.657;106.1736;84.3327;59.9241;46.282;39.8141;31.8091;61.2153;32.2531
573;72.9748;112.8435;81.7192;54.8448;46.8389;21.7613;28.5372;51.8351;33.3301
573.5;70.6808;112.1754;88.9739;62.5681;41.6966;28.8362;30.552;64.6097;26.8466
574;57.5948;118.8294;89.6203;57.7902;47.3596;30.2084;22.189;63.631;29.3589
574.5;57.7007;122.9382;92.6278;50.0372;59.3397;32.4376;18.4771;56.9773;39.5571
575;59.9865;106.0105;82.8438;62.4626;56.8002;34.6992;18.5097;59.9976;35.4295
575.5;59.4333;113.2726;76.0239;55.4917;56.0422;33.5647;17.9477;49.3294;24.6959
576;61.5007;104.2901;93.6626;57.7027;55.1267;30.617;16.4386;55.9122;22.9488
576.5;55.2936;101.8362;100.6463;60.0396;40.3646;24.1412;11.1842;50.3464;42.2612
577;59.2957;113.171;91.5511;49.0266;40.7318;41.7296;40.2621;47.2781;35.5816
577.5;49.7099;110.733;87.4247;53.9682;53.5765;32.8883;24.2671;68.7003;34.9535
578;62.1779;120.2964;103.4944;46.7276;48.0564;34.3078;20.639;62.2044;33.7116
578.5;76.3483;101.4883;101.4951;50.5499;63.5445;34.2287;22.1286;57.8994;27.393
579;81.0362;114.008;97.1782;60.2941;57.4036;28.5149;18.7686;58.3429;28.3916
579.5;84.0567;122.7615;77.5317;66.7898;57.0922;31.3406;36.8273;62.035;39.0568
580;73.4968;116.9649;89.307;61.1704;57.9528;26.7996;34.0966;55.8417;27.4155
580.5;87.4742;111.7831;82.9997;57.3715;49.9813;25.0737;37.0698;67.0428;39.1726
581;86.4379;112.2113;81.509;42.4262;52.1006;32.5149;28.5405;60.3183;33.7723
581.5;68.2258;127.5121;81.5856;61.0828;59.1428;33.757;30.4864;52.2709;37.7876
582;84.4042;106.1282;90.8827;55.4032;57.4351;35.0845;22.8722;45.1055;29.8316
582.5;83.5052;120.3626;97.8997;52.3869;52.5551;33.6171;19.4312;58.3978;29.7214
583;81.489;121.0623;77.4754;57.9287;53.5377;20.4627;31.454;51.7683;41.1737
583.5;70.6189;106.1928;108.8373;52.8634;45.1949;29.039;30.5298;50.1461;29.5763
584;70.894;109.8448;98.7916;56.7066;54.8819;32.1752;25.6383;66.6257;28.9106
